"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.268901763E0,-6.092159271E0,-1.337794900E0,-2.145358801E0,6.595958169E0
1.270901532E0,-6.066502571E0,-1.321912408E0,-2.222938538E0,6.594798071E0
1.272899801E0,-6.048176765E0,-1.290758252E0,-2.291355610E0,6.595211110E0
1.274899532E0,-6.037181377E0,-1.247386813E0,-2.327396631E0,6.589408769E0
1.276897493E0,-6.011524677E0,-1.112385631E0,-2.388483047E0,6.563587586E0
1.278897032E0,-5.951660156E0,-1.067792416E0,-2.434908867E0,6.518529010E0
1.280894763E0,-5.924170971E0,-1.009149432E0,-2.454456568E0,6.491420593E0
1.282894224E0,-5.871026039E0,-8.570439219E-1,-2.492941141E0,6.435699385E0
1.284892455E0,-5.814215183E0,-6.407976151E-1,-2.538145065E0,6.376354770E0
1.286909186E0,-5.780006886E0,-5.473352671E-1,-2.557692766E0,6.344276773E0
1.288904340E0,-5.707924843E0,-2.919935882E-1,-2.597398996E0,6.277909510E0
1.290903724E0,-5.669440269E0,-1.441642046E-1,-2.620001078E0,6.247218736E0
1.292901532E0,-5.566814899E0,3.115412779E-2,-2.641992092E0,6.162022470E0
1.294900493E0,-5.460524559E0,7.880161703E-2,-2.647490025E0,6.068998400E0
1.296898493E0,-5.420207500E0,1.276708394E-1,-2.647490025E0,6.033585387E0
1.298897916E0,-5.331631660E0,2.241875380E-1,-2.651766062E0,5.958894148E0
1.300895916E0,-5.244277954E0,3.286454976E-1,-2.664594173E0,5.891563564E0
1.302895147E0,-5.181358814E0,2.614503205E-1,-2.676811457E0,5.837821084E0
1.304892532E0,-5.111720562E0,3.830125034E-1,-2.704300404E0,5.795655817E0
1.306911455E0,-5.034751415E0,5.369505286E-1,-2.762332678E0,5.767800231E0
1.308905570E0,-4.988936424E0,5.864306092E-1,-2.795930147E0,5.748966246E0
1.310904570E0,-4.918686867E0,6.456845403E-1,-2.863736153E0,5.728121313E0
1.312902070E0,-4.867374420E0,6.194173694E-1,-2.928488016E0,5.714110052E0
1.314901224E0,-4.871039391E0,6.035348773E-1,-2.958420277E0,5.730927466E0
1.316898993E0,-4.904026031E0,4.379903674E-1,-3.012176514E0,5.771872680E0
1.318897878E0,-4.962058544E0,2.504547536E-1,-3.089756489E0,5.850756168E0
1.320895339E0,-4.990158081E0,1.820378453E-1,-3.147177696E0,5.902503105E0
1.322894263E0,-5.031696796E0,5.436700583E-2,-3.266296387E0,5.999134980E0
1.324891647E0,-5.042692661E0,-1.832595766E-1,-3.406184673E0,6.088056125E0
1.326923070E0,-5.053688049E0,-3.139847219E-1,-3.473379850E0,6.140253813E0
1.328917416E0,-5.033529758E0,-4.972442985E-1,-3.602883101E0,6.210027404E0
1.330917070E0,-4.973664761E0,-6.236934066E-1,-3.762929916E0,6.267852597E0
1.332915493E0,-4.928460598E0,-6.023131609E-1,-3.846007586E0,6.280468084E0
1.334956070E0,-4.829500675E0,-5.589417219E-1,-4.001167297E0,6.296493656E0
1.336951147E0,-4.767803192E0,-6.114761233E-1,-4.143498898E0,6.346214103E0
1.338950493E0,-4.746422768E0,-6.701191664E-1,-4.205196381E0,6.376618648E0
1.340949109E0,-4.684725761E0,-6.701191664E-1,-4.317595482E0,6.406039799E0
1.342948416E0,-4.621806622E0,-6.279694438E-1,-4.439157963E0,6.439065576E0
1.344946762E0,-4.576602459E0,-6.395758986E-1,-4.503909588E0,6.452871374E0
1.346966416E0,-4.513683319E0,-5.949827433E-1,-4.630969524E0,6.494091184E0
1.348961916E0,-4.490470409E0,-5.302310586E-1,-4.685336590E0,6.511363024E0
1.350961455E0,-4.437325001E0,-2.767219543E-1,-4.797124863E0,6.540553123E0
1.352959262E0,-4.378682137E0,1.185078546E-1,-4.886311054E0,6.562235677E0
1.354958801E0,-4.329202175E0,3.268128932E-1,-4.921130180E0,6.562493458E0
1.356963839E0,-4.211305141E0,6.945537925E-1,-4.971832275E0,6.552603463E0
1.358963570E0,-4.076914787E0,9.285151958E-1,-4.994434357E0,6.513658664E0
1.360961839E0,-4.008497715E0,1.016479731E0,-4.994434357E0,6.484262450E0
1.362961262E0,-3.870442152E0,1.133154988E0,-4.991990566E0,6.417502045E0
1.364959493E0,-3.739717007E0,1.163698316E0,-4.979773521E0,6.335441688E0
1.366975685E0,-3.681073904E0,1.161254883E0,-4.970610619E0,6.293312952E0
1.368970916E0,-3.571729183E0,1.160643935E0,-4.953506470E0,6.216234395E0
1.370970301E0,-3.456275463E0,1.037860036E0,-4.940678120E0,6.118275395E0
1.372968647E0,-3.407406330E0,9.889908433E-1,-4.930904388E0,6.074729531E0
1.374968378E0,-3.307835340E0,8.026769161E-1,-4.919908524E0,5.982605181E0
1.376966493E0,-3.205820799E0,6.328563690E-1,-4.910745621E0,5.898577517E0
1.378965955E0,-3.152675629E0,5.497786999E-1,-4.903415203E0,5.855348059E0
1.380963955E0,-3.045774221E0,3.982841372E-1,-4.896695614E0,5.780397806E0
1.382963532E0,-2.938872576E0,2.968805134E-1,-4.899750233E0,5.721246577E0
1.384961685E0,-2.890003443E0,2.803871334E-1,-4.910134792E0,5.704398349E0
1.386995532E0,-2.789210796E0,2.822197378E-1,-4.943732262E0,5.683294249E0
1.388990224E0,-2.707965612E0,3.268128932E-1,-4.996266842E0,5.692325253E0
1.390989378E0,-2.678033352E0,3.738495409E-1,-5.023144722E0,5.704700607E0
1.392987185E0,-2.618168354E0,4.685336351E-1,-5.075679302E0,5.730344639E0
1.394986531E0,-2.627331495E0,5.986479521E-1,-5.121494293E0,5.787136939E0
1.396984493E0,-2.634661913E0,5.968153477E-1,-5.145928860E0,5.811902940E0
1.398984185E0,-2.657263756E0,6.157521605E-1,-5.178915501E0,5.853321036E0
1.400982262E0,-2.695748329E0,6.517932415E-1,-5.186245918E0,5.881244784E0
1.402981801E0,-2.780658484E0,6.517932415E-1,-5.203960896E0,5.936169222E0
1.404987070E0,-2.857016802E0,6.310238242E-1,-5.205793381E0,5.971684921E0
1.407003108E0,-2.918714046E0,6.206390858E-1,-5.199074268E0,5.994535662E0
1.408998108E0,-3.021339417E0,6.059783101E-1,-5.194797993E0,6.040002299E0
1.410997262E0,-3.134960413E0,5.485569835E-1,-5.196019650E0,6.093234917E0
1.412994916E0,-3.202766418E0,5.198463202E-1,-5.188078403E0,6.119159293E0
1.414993878E0,-3.340821981E0,4.373795092E-1,-5.172806740E0,6.173355807E0
1.416991608E0,-3.464827776E0,3.268128932E-1,-5.134322166E0,6.202668965E0
1.418990301E0,-3.546072721E0,2.712241709E-1,-5.110498428E0,6.226185709E0
1.420987301E0,-3.720780134E0,1.716531366E-1,-5.042081833E0,6.268672811E0
1.422986147E0,-3.928474426E0,6.414084882E-2,-4.962669373E0,6.329700836E0
1.424983762E0,-4.061032295E0,1.343903504E-2,-4.918076038E0,6.378058939E0
1.427002839E0,-4.290717602E0,-8.857546002E-2,-4.820337772E0,6.453972373E0
1.428997262E0,-4.468479156E0,-1.301143020E-1,-4.707327366E0,6.491776847E0
1.430996301E0,-4.545448303E0,-1.081231460E-1,-4.653571606E0,6.506037164E0
1.432993454E0,-4.636466980E0,3.359758854E-2,-4.546059132E0,6.493428099E0
1.434992531E0,-4.720155716E0,2.767219543E-1,-4.426329613E0,6.476792328E0
1.436990262E0,-4.753142357E0,4.092797041E-1,-4.362188816E0,6.464407429E0
1.438989185E0,-4.805676937E0,7.006624341E-1,-4.219246387E0,6.433311647E0
1.440986954E0,-4.844161510E0,9.498954415E-1,-4.073249340E0,6.399965803E0
1.442986224E0,-4.853935242E0,1.050077319E0,-4.005443573E0,6.380198110E0
1.444984339E0,-4.852713585E0,1.244943380E0,-3.861890078E0,6.325575715E0
1.447015647E0,-4.865541458E0,1.398881435E0,-3.708562851E0,6.275651470E0
1.449010070E0,-4.836831093E0,1.458746195E0,-3.640756845E0,6.227197274E0
1.451008993E0,-4.805676937E0,1.528384805E0,-3.510642529E0,6.144518036E0
1.453012877E0,-4.797124863E0,1.552819490E0,-3.448945284E0,6.108917980E0
1.455012377E0,-4.792848587E0,1.585806131E0,-3.345708847E0,6.056397143E0
1.457010454E0,-4.829500675E0,1.547321677E0,-3.244916201E0,6.020611455E0
1.459010031E0,-4.885700226E0,1.461189628E0,-3.178331852E0,6.008904658E0
1.461008185E0,-5.335297108E0,1.028697014E0,-2.978579044E0,6.196413955E0
1.463007224E0,-5.674938202E0,3.237585723E-1,-2.786156416E0,6.330277307E0
1.465004993E0,-5.836206436E0,-5.070181563E-2,-2.690250635E0,6.426610671E0
1.467033877E0,-6.127589226E0,-7.434229851E-1,-2.499660492E0,6.659454184E0
1.469028031E0,-6.398813248E0,-1.359786034E0,-2.353663683E0,6.952234300E0
1.471027185E0,-6.516099453E0,-1.646892667E0,-2.307848930E0,7.106192667E0
1.473024993E0,-6.736621857E0,-2.158797741E0,-2.255314589E0,7.424885563E0
1.475024570E0,-6.960198402E0,-2.511266947E0,-2.249816656E0,7.733854050E0
1.477022608E0,-7.072597980E0,-2.627331495E0,-2.270586014E0,7.879090926E0
1.479022147E0,-7.274794102E0,-2.673146248E0,-2.354885578E0,8.100236180E0
1.481020300E0,-7.467827797E0,-2.523484230E0,-2.476447821E0,8.262518894E0
1.483019800E0,-7.550294399E0,-2.420858860E0,-2.532036543E0,8.323383458E0
1.485018070E0,-7.677354336E0,-2.196671486E0,-2.618168354E0,8.403686140E0
1.487033070E0,-7.792197227E0,-1.852754235E0,-2.694526672E0,8.450533112E0
1.489028339E0,-7.839233875E0,-1.634064555E0,-2.731789351E0,8.460876301E0
1.491028108E0,-7.888103008E0,-1.175915599E0,-2.799595356E0,8.452377223E0
1.493026570E0,-7.880772591E0,-6.640105247E-1,-2.854573250E0,8.408095804E0
1.495066993E0,-7.852061749E0,-4.105014503E-1,-2.873510122E0,8.371406427E0
1.497062339E0,-7.740273476E0,9.162978828E-2,-2.891836166E0,8.263349557E0
1.499062416E0,-7.546629429E0,6.004805565E-1,-2.903442621E0,8.108154641E0
1.501068608E0,-7.433619022E0,8.936958313E-1,-2.907718658E0,8.031949440E0
1.503068685E0,-7.145290852E0,1.525330544E0,-2.915048838E0,7.866341230E0
1.505067070E0,-6.812369347E0,2.204612732E0,-2.926655293E0,7.735244315E0
1.507101646E0,-6.648046494E0,2.562579632E0,-2.921157598E0,7.700421954E0
1.509097339E0,-6.313292503E0,3.307835340E0,-2.930320501E0,7.706245202E0
1.511096839E0,-6.162408829E0,3.697567225E0,-2.933374882E0,7.762214513E0
1.513095839E0,-5.845980167E0,4.451375008E0,-2.965750694E0,7.923755471E0
1.515096069E0,-5.527108669E0,5.129435539E0,-3.029280663E0,8.126289468E0
1.517094800E0,-5.369505405E0,5.422039986E0,-3.067765236E0,8.224432470E0
1.519094723E0,-5.062850952E0,5.873469353E0,-3.143512487E0,8.367303793E0
1.521093416E0,-4.785518169E0,6.125756741E0,-3.197268724E0,8.405272577E0
1.523093762E0,-4.670064926E0,6.180734634E0,-3.216205597E0,8.387786685E0
1.525092185E0,-4.444044590E0,5.968153477E0,-3.200323105E0,8.100028161E0
1.527108377E0,-4.233295918E0,5.242445469E0,-3.161227703E0,7.442942255E0
1.529104069E0,-4.170988083E0,4.830722332E0,-3.148399591E0,7.116560955E0
1.531104031E0,-4.062864780E0,3.362813234E0,-3.083036900E0,6.109050630E0
1.533102954E0,-4.096462250E0,1.577254057E0,-3.053104401E0,5.346978568E0
1.535102723E0,-4.229020119E0,1.047633886E0,-3.069597960E0,5.329594690E0
1.537101416E0,-4.478864193E0,1.063516378E0,-3.117245436E0,5.559542306E0
1.539100992E0,-4.667621136E0,-9.651670605E-2,-3.180164576E0,5.648844950E0
1.541099954E0,-4.791626930E0,-5.503895879E-1,-3.205209970E0,5.791026532E0
1.543099762E0,-5.068348885E0,-1.768454909E0,-3.257744312E0,6.279211032E0
1.545097954E0,-5.411044121E0,-3.108693123E0,-3.273626804E0,7.046985445E0
1.547117800E0,-5.598579884E0,-3.751323462E0,-3.270572424E0,7.490872339E0
1.549113377E0,-5.993198872E0,-4.947397709E0,-3.265074730E0,8.429465570E0
1.551113492E0,-6.392094135E0,-5.949216843E0,-3.262020350E0,9.321632112E0
1.553112031E0,-6.621779442E0,-6.273586273E0,-3.257744312E0,9.686007728E0
1.555112300E0,-7.249137878E0,-5.866138935E0,-3.185662270E0,9.854442150E0
1.557111300E0,-7.798305511E0,-5.114163876E0,-3.053715467E0,9.812921031E0
1.559111262E0,-7.957130909E0,-4.767192364E0,-2.984076738E0,9.744063286E0
1.561110415E0,-8.226522446E0,-3.938858986E0,-2.850908041E0,9.556043026E0
1.563110915E0,-8.379849434E0,-3.465438604E0,-2.765387058E0,9.480427566E0
1.565109954E0,-8.434826851E0,-2.546086311E0,-2.552195072E0,9.172925335E0
1.567142723E0,-8.329758644E0,-1.733024716E0,-2.321287870E0,8.819106027E0
1.569138339E0,-8.219802856E0,-1.400103092E0,-2.203390837E0,8.624406000E0
1.571138377E0,-7.937582970E0,-8.655960560E-1,-1.984701157E0,8.227607101E0
1.573136915E0,-7.614435196E0,-4.300491214E-1,-1.795332909E0,7.835035791E0
1.575137031E0,-7.447058201E0,-2.254092693E-1,-1.714698792E0,7.645238854E0
1.577135723E0,-7.129408360E0,2.180788964E-1,-1.596190929E0,7.309161884E0
1.579135492E0,-6.822143078E0,6.805039048E-1,-1.524108768E0,7.023363103E0
1.581133723E0,-6.666983128E0,9.132435322E-1,-1.499063253E0,6.894190918E0
1.583133415E0,-6.376822472E0,1.406211853E0,-1.465465665E0,6.692449942E0
1.585131608E0,-6.082995892E0,1.890627980E0,-1.441641927E0,6.531128893E0
1.587158915E0,-5.946773052E0,2.134974003E0,-1.432479024E0,6.478751414E0
1.589153992E0,-5.700594425E0,2.596788168E0,-1.400103092E0,6.418751768E0
1.591154031E0,-5.495954514E0,2.960253000E0,-1.345736146E0,6.385892233E0
1.593152723E0,-5.421429157E0,3.069597960E0,-1.307251573E0,6.365786080E0
1.595152338E0,-5.323690414E0,3.097697735E0,-1.215011001E0,6.278030154E0
1.597158569E0,-5.258327961E0,2.900388241E0,-1.131933331E0,6.110935932E0
1.599158492E0,-5.226562977E0,2.742174149E0,-1.102611780E0,6.004351118E0
1.601156915E0,-5.169141769E0,2.368324518E0,-1.085507512E0,5.788550269E0
1.603156915E0,-5.117828846E0,1.985922933E0,-1.122770309E0,5.603273611E0
1.605155261E0,-5.094615936E0,1.815491557E0,-1.159422278E0,5.531309172E0
1.607172300E0,-5.036583900E0,1.549765110E0,-1.265712738E0,5.419499794E0
1.609167646E0,-4.970610619E0,1.413542151E0,-1.395827055E0,5.352887492E0
1.611167992E0,-4.927849770E0,1.393383622E0,-1.466687441E0,5.326949720E0
1.613166338E0,-4.828279018E0,1.448972344E0,-1.612073421E0,5.292502230E0
1.615166415E0,-4.721377373E0,1.621847272E0,-1.753183246E0,5.291072137E0
1.617164954E0,-4.651738644E0,1.726305127E0,-1.822821856E0,5.285970234E0
1.619164531E0,-4.522846222E0,1.968818665E0,-1.940108061E0,5.300604132E0
1.621162800E0,-4.455040455E0,2.089159250E0,-1.993253350E0,5.308957595E0
1.623162531E0,-4.311486721E0,2.319455385E0,-2.101987362E0,5.327958511E0
1.625160415E0,-4.176485538E0,2.510656118E0,-2.205223560E0,5.348778977E0
1.627193838E0,-4.111733913E0,2.584570885E0,-2.256536245E0,5.355214119E0
1.629188608E0,-3.993836880E0,2.682309389E0,-2.353052855E0,5.355592817E0
1.631187915E0,-3.894876719E0,2.693915844E0,-2.439184904E0,5.326994483E0
1.633185915E0,-3.854559660E0,2.671924591E0,-2.477669477E0,5.304305537E0
1.635185300E0,-3.784921169E0,2.558914423E0,-2.557692766E0,5.235977804E0
1.637183454E0,-3.743382215E0,2.364659309E0,-2.634050846E0,5.151965442E0
1.639182954E0,-3.734219313E0,2.239432096E0,-2.674978971E0,5.110280079E0
1.641180838E0,-3.732997417E0,1.939497113E0,-2.754391432E0,5.028279122E0
1.643180069E0,-3.759264708E0,1.587027907E0,-2.830138683E0,4.965925260E0
1.645185377E0,-3.781255960E0,1.390940189E0,-2.869844913E0,4.946576703E0
1.647201146E0,-3.830735922E0,9.700540304E-1,-2.933374882E0,4.921405360E0
1.649196607E0,-3.891822577E0,5.302310586E-1,-2.985909224E0,4.933870877E0
1.651196338E0,-3.924809217E0,3.029891551E-1,-3.005456924E0,4.952645873E0
1.653194454E0,-3.992615223E0,-1.441642046E-1,-3.029280663E0,5.013811022E0
1.655233915E0,-4.109290600E0,-5.778785348E-1,-3.058602333E0,5.155119889E0
1.657228954E0,-4.161213875E0,-7.971791625E-1,-3.068376064E0,5.231264398E0
1.659228646E0,-4.260785103E0,-1.270599723E0,-3.059213161E0,5.396989764E0
1.661226761E0,-4.340808392E0,-1.952325344E0,-2.949868202E0,5.599635180E0
1.663226569E0,-4.370130062E0,-2.423913240E0,-2.845410347E0,5.750630591E0
1.665224569E0,-4.484361649E0,-3.037221909E0,-2.671924591E0,6.039320933E0
1.667253377E0,-4.594317436E0,-3.374419689E0,-2.558914423E0,6.248400113E0
1.669248492E0,-4.627914906E0,-3.526525021E0,-2.508823633E0,6.336258448E0
1.671248184E0,-4.665788651E0,-3.754988670E0,-2.400700331E0,6.452355053E0
1.673246415E0,-4.637078285E0,-3.893044233E0,-2.290744781E0,6.473468937E0
1.675246107E0,-4.601037025E0,-3.913202763E0,-2.240653753E0,6.442299808E0
1.677244453E0,-4.499022484E0,-3.825849056E0,-2.174069405E0,6.293242573E0
1.679244030E0,-4.436714172E0,-3.721390963E0,-2.153910875E0,6.178391004E0
1.681241953E0,-4.284608841E0,-3.417180300E0,-2.148413181E0,5.886482253E0
1.683241838E0,-4.103181839E0,-3.017674208E0,-2.187508345E0,5.543252798E0
1.685240069E0,-4.002999783E0,-2.785545588E0,-2.216830015E0,5.357014728E0
1.687271761E0,-3.800803661E0,-2.316401005E0,-2.289522886E0,5.005370829E0
1.689266646E0,-3.580892086E0,-1.864971638E0,-2.383596182E0,4.688543281E0
1.691266453E0,-3.469103813E0,-1.656055689E0,-2.437352419E0,4.551690733E0
1.693271684E0,-3.224146843E0,-1.293201685E0,-2.550362349E0,4.309505954E0
1.695271415E0,-2.972470284E0,-9.841039181E-1,-2.671924591E0,4.116214417E0
1.697269723E0,-2.842355967E0,-8.582656980E-1,-2.735454559E0,4.037117672E0
1.699269338E0,-2.577851295E0,-6.511823535E-1,-2.880229712E0,3.919831495E0
1.701267030E0,-2.309681416E0,-5.149593949E-1,-3.043941498E0,3.855566270E0
1.703266453E0,-2.176512957E0,-4.673119187E-1,-3.126408339E0,3.837970581E0
1.705264184E0,-1.921171188E0,-3.964515328E-1,-3.277902842E0,3.820041831E0
1.707293107E0,-1.686598897E0,-3.390302062E-1,-3.418401957E0,3.826882446E0
1.709288338E0,-1.583362699E0,-3.139847219E-1,-3.486207962E0,3.841779509E0
1.711287800E0,-1.403157473E0,-2.730567753E-1,-3.604715824E0,3.877806992E0
1.713285838E0,-1.251052022E0,-2.516764700E-1,-3.705508471E0,3.919089847E0
1.715285299E0,-1.187522054E0,-2.498438805E-1,-3.750712633E0,3.942141023E0
1.717283607E0,-1.073901057E0,-2.583959997E-1,-3.831346750E0,3.987386349E0
1.719283107E0,-9.877691269E-1,-2.785545588E-1,-3.892433405E0,4.025458769E0
1.721281030E0,-9.584475756E-1,-2.987131178E-1,-3.918700457E0,4.045252100E0
1.723280376E0,-9.089674950E-1,-3.561344445E-1,-3.967569828E0,4.085910424E0
1.725278376E0,-8.863654733E-1,-4.367686510E-1,-4.019493103E0,4.139170860E0
1.727304761E0,-8.833111525E-1,-4.868595898E-1,-4.047593117E0,4.171364392E0
1.729299492E0,-8.918632865E-1,-6.035348773E-1,-4.109290600E0,4.248051754E0
1.731298876E0,-9.156870246E-1,-7.367035151E-1,-4.175263882E0,4.337515796E0
1.733296915E0,-9.309586287E-1,-8.075638413E-1,-4.206418037E0,4.383240357E0
1.735296415E0,-9.651671052E-1,-9.535606503E-1,-4.265061378E0,4.475664645E0
1.737294261E0,-9.822713137E-1,-1.025031924E0,-4.290106773E0,4.518911761E0
1.739293761E0,-1.015258074E0,-1.153313637E0,-4.334699631E0,4.598967513E0
1.741298722E0,-1.045801282E0,-1.277930140E0,-4.384790897E0,4.685423885E0
1.743297992E0,-1.056796908E0,-1.324966669E0,-4.405560017E0,4.720308829E0
1.745296222E0,-1.078177214E0,-1.404379249E0,-4.451375008E0,4.790562246E0
1.747331146E0,-1.081842303E0,-1.470352650E0,-4.491692066E0,4.848465458E0
1.749326299E0,-1.078177214E0,-1.494787216E0,-4.510629177E0,4.872641019E0
1.751326107E0,-1.059851170E0,-1.527163148E0,-4.543615818E0,4.909170651E0
1.753324415E0,-1.029307961E0,-1.522887111E0,-4.566217899E0,4.922296815E0
1.755324261E0,-1.006705880E0,-1.511280656E0,-4.578434944E0,4.925392623E0
1.757322376E0,-9.584475756E-1,-1.472185254E0,-4.586376190E0,4.911292878E0
1.759322222E0,-9.071348906E-1,-1.407433510E0,-4.583932877E0,4.880184772E0
1.761320415E0,-8.808676600E-1,-1.368338108E0,-4.581489563E0,4.861925918E0
1.763320145E0,-8.429940343E-1,-1.285871387E0,-4.572326183E0,4.823926916E0
1.765318184E0,-8.136724830E-1,-1.210734963E0,-4.561941624E0,4.789494069E0
1.767333799E0,-8.032878041E-1,-1.185078621E0,-4.561330795E0,4.780734385E0
1.769329069E0,-7.910705209E-1,-1.161254883E0,-4.553389549E0,4.765255697E0
1.771328799E0,-7.831292152E-1,-1.184467673E0,-4.542394161E0,4.759159564E0
1.773326761E0,-7.812966704E-1,-1.211345792E0,-4.536285400E0,4.759797091E0
1.775326453E0,-7.757988572E-1,-1.293812633E0,-4.516737461E0,4.762009270E0
1.777324761E0,-7.819074988E-1,-1.411098719E0,-4.490470409E0,4.771467639E0
1.779324876E0,-7.788531780E-1,-1.487456918E0,-4.478252888E0,4.782665500E0
1.781323415E0,-7.733554244E-1,-1.673159957E0,-4.445266247E0,4.812269201E0
1.783322915E0,-7.568620443E-1,-1.899180055E0,-4.403116703E0,4.854602119E0
1.785321222E0,-7.422012687E-1,-2.025629044E0,-4.375016689E0,4.877992085E0
1.787340607E0,-7.067710757E-1,-2.277305603E0,-4.310875893E0,4.926387837E0
1.789336722E0,-6.817256212E-1,-2.397646189E0,-4.277278423E0,4.950612869E0
1.791336222E0,-6.181956530E-1,-2.609616280E0,-4.202753067E0,4.985518663E0
1.793334645E0,-5.314527750E-1,-2.742174149E0,-4.125783920E0,4.982374341E0
1.795334415E0,-4.807509482E-1,-2.778215170E0,-4.088521004E0,4.966447926E0
1.797333030E0,-3.536909819E-1,-2.791654110E0,-4.017660618E0,4.905102121E0
1.799333107E0,-1.942551434E-1,-2.743395805E0,-3.948632956E0,4.812032608E0
1.801331453E0,-1.056796908E-1,-2.698802710E0,-3.915646315E0,4.756783611E0
1.803331184E0,9.285151958E-2,-2.596788168E0,-3.852116346E0,4.646582673E0
1.805329607E0,3.127630055E-1,-2.500271559E0,-3.783699274E0,4.545938711E0
1.807359107E0,4.288274050E-1,-2.456900120E0,-3.752545118E0,4.505756985E0
1.809354261E0,6.640105247E-1,-2.389704943E0,-3.681073904E0,4.438682775E0
1.811353915E0,8.991936445E-1,-2.351831198E0,-3.607770205E0,4.399507364E0
1.813352338E0,1.015258074E0,-2.340224743E0,-3.571729183E0,4.389151417E0
1.815392645E0,1.237612963E0,-2.321287870E0,-3.502090454E0,4.380034335E0
1.817387530E0,1.430646420E0,-2.294409752E0,-3.439782143E0,4.375290445E0
1.819387299E0,1.521665335E0,-2.277916431E0,-3.432451725E0,4.391593504E0
1.821385184E0,1.678657651E0,-2.230879784E0,-3.432451725E0,4.424527202E0
1.823384722E0,1.816102386E0,-2.173458576E0,-3.441614866E0,4.457225925E0
1.825382876E0,1.869247675E0,-2.154521704E0,-3.465438604E0,4.488353302E0
1.827403068E0,1.982868552E0,-2.108706713E0,-3.528968573E0,4.564211967E0
1.829398299E0,2.039068222E0,-2.061059237E0,-3.592498541E0,4.616471613E0
1.831398491E0,2.053729057E0,-2.040900707E0,-3.634648323E0,4.646907269E0
1.833396722E0,2.100765467E0,-1.998751044E0,-3.716504097E0,4.713875686E0
1.835396568E0,2.137417555E0,-1.960266590E0,-3.806912184E0,4.785789306E0
1.837402222E0,2.152078152E0,-1.945605755E0,-3.853948832E0,4.823872274E0
1.839402222E0,2.174680233E0,-1.903456092E0,-3.962071896E0,4.904119994E0
1.841400914E0,2.210110426E0,-1.883297563E0,-4.060421467E0,4.991835363E0
1.843400837E0,2.216219187E0,-1.865582466E0,-4.105625153E0,5.024757040E0
1.845399337E0,2.261423111E0,-1.827097893E0,-4.205807209E0,5.112840255E0
1.847414337E0,2.274862289E0,-1.822211027E0,-4.253454685E0,5.156290161E0
1.849409799E0,2.365881205E0,-1.789224267E0,-4.319427967E0,5.239864055E0
1.851410068E0,2.483167171E0,-1.739744186E0,-4.360356331E0,5.310888473E0
1.853408991E0,2.529592991E0,-1.699427128E0,-4.374405861E0,5.331258754E0
1.855408953E0,2.663983345E0,-1.626123309E0,-4.392732143E0,5.388615774E0
1.857407491E0,2.835025549E0,-1.586417079E0,-4.401895046E0,5.470902029E0
1.859407530E0,2.935818434E0,-1.550986886E0,-4.398840427E0,5.511296336E0
1.861405953E0,3.138014793E0,-1.517389297E0,-4.359134197E0,5.581367043E0
1.863405607E0,3.329826355E0,-1.508837104E0,-4.312708855E0,5.653652857E0
1.865404030E0,3.455053806E0,-1.528384805E0,-4.290106773E0,5.716500069E0
1.867447876E0,3.618765831E0,-1.593747377E0,-4.233907223E0,5.793225976E0
1.869443376E0,3.793473244E0,-1.711644411E0,-4.175263882E0,5.895167031E0
1.871443030E0,3.845396757E0,-1.794722080E0,-4.131892681E0,5.922891244E0
1.873440760E0,3.982230425E0,-1.993864179E0,-4.057366848E0,6.024606150E0
1.875440876E0,4.053701878E0,-2.222938538E0,-3.979787111E0,6.100218038E0
1.877439107E0,4.096462250E0,-2.349387646E0,-3.938858986E0,6.149409352E0
1.879438453E0,4.142277241E0,-2.604118586E0,-3.841120720E0,6.220458402E0
1.881436837E0,4.178929329E0,-2.866179705E0,-3.766595125E0,6.313927088E0
1.883437030E0,4.185037613E0,-2.991407156E0,-3.732386589E0,6.355609038E0
1.885442683E0,4.197255135E0,-3.216816425E0,-3.685349941E0,6.445670079E0
1.887457376E0,4.205196381E0,-3.447112560E0,-3.662748098E0,6.556064767E0
1.889452530E0,4.205196381E0,-3.562566042E0,-3.657250166E0,6.614456303E0
1.891452837E0,4.177096367E0,-3.797138453E0,-3.646865606E0,6.720567181E0
1.893451222E0,4.115399361E0,-4.021936893E0,-3.647476435E0,6.812970910E0
1.895451068E0,4.062253952E0,-4.095240593E0,-3.659082890E0,6.830943586E0
1.897449530E0,3.936415672E0,-4.148386002E0,-3.706730366E0,6.815007320E0
1.899449683E0,3.874107361E0,-4.139833927E0,-3.738495350E0,6.791412244E0
1.901448530E0,3.745214701E0,-4.034153938E0,-3.799581766E0,6.688636090E0
1.903448299E0,3.637091637E0,-3.871052980E0,-3.839898825E0,6.554258900E0
1.905446799E0,3.592498541E0,-3.784310102E0,-3.845396757E0,6.481830369E0
1.907466337E0,3.512475252E0,-3.608381033E0,-3.824627399E0,6.323422398E0
1.909462030E0,3.450166941E0,-3.462384224E0,-3.757432222E0,6.165229382E0
1.911462222E0,3.429397583E0,-3.419623613E0,-3.709173679E0,6.100210064E0
1.913460606E0,3.393356323E0,-3.363424063E0,-3.590054989E0,5.976285082E0
1.915460529E0,3.383582592E0,-3.373808861E0,-3.461773396E0,5.900431546E0
