"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.871271330E0,-1.766622305E0,-9.071348906E-1,-1.358564258E0,2.406147319E0
3.873270137E0,-1.717142224E0,-8.649851680E-1,-1.435533285E0,2.399485897E0
3.875268022E0,-1.692096710E0,-8.210029006E-1,-1.535715222E0,2.428097668E0
3.877267253E0,-1.687820673E0,-7.965682745E-1,-1.590082288E0,2.451860788E0
3.879265137E0,-1.740355134E0,-8.167268038E-1,-1.722029090E0,2.580942241E0
3.881264291E0,-1.871080279E0,-9.175195694E-1,-1.941329718E0,2.848077359E0
3.883261868E0,-1.916895151E0,-9.272934198E-1,-2.068389654E0,2.968601669E0
3.885261253E0,-1.987144589E0,-9.413433671E-1,-2.289522886E0,3.174395376E0
3.887259137E0,-1.927890658E0,-8.185594082E-1,-2.452013016E0,3.224774368E0
3.889276214E0,-1.872301936E0,-7.220427394E-1,-2.503325701E0,3.208348457E0
3.891271099E0,-1.623068929E0,-3.940080702E-1,-2.598009825E0,3.088567654E0
3.893270214E0,-1.335351467E0,-2.229658216E-1,-2.643213987E0,2.969757142E0
3.895267983E0,-1.185078621E0,7.208210230E-2,-2.811812639E0,3.052195519E0
3.897307214E0,-8.649851680E-1,3.145956099E-1,-3.063489199E0,3.198770984E0
3.899301830E0,-7.348709106E-1,4.294382632E-1,-3.175277472E0,3.287375777E0
3.901301214E0,-5.375614166E-1,6.493497491E-1,-3.378084898E0,3.481678468E0
3.903306022E0,-3.903428912E-1,7.641924024E-1,-3.572340012E0,3.673958459E0
3.905305599E0,-3.225368559E-1,7.733554244E-1,-3.662137032E0,3.756774717E0
3.907303214E0,-2.058615834E-1,7.110471725E-1,-3.820962191E0,3.892007083E0
3.909337830E0,-8.368854225E-2,6.371324658E-1,-3.937026501E0,3.989125119E0
3.911333368E0,-1.038470957E-2,5.974262357E-1,-3.982841492E0,4.027412606E0
3.913332945E0,1.429424733E-1,5.467243791E-1,-4.037208557E0,4.076566329E0
3.915331022E0,3.188716471E-1,5.827654600E-1,-4.035986900E0,4.090291551E0
3.917330483E0,4.159992337E-1,6.352998614E-1,-4.021936893E0,4.092998614E0
3.919328253E0,6.243042946E-1,8.210029006E-1,-3.962682962E0,4.094710964E0
3.921328022E0,8.460483551E-1,1.034805775E0,-3.861890078E0,4.086663160E0
3.923326406E0,9.584475756E-1,1.138041973E0,-3.803246975E0,4.083925665E0
3.925326099E0,1.186911225E0,1.345125318E0,-3.654806852E0,4.071330680E0
3.927323868E0,1.413542151E0,1.486845970E0,-3.481321096E0,4.040842601E0
3.929338637E0,1.522887111E0,1.526552200E0,-3.381139040E0,4.010193010E0
3.931334022E0,1.729359508E0,1.576643229E0,-3.167336226E0,3.938084172E0
3.933334406E0,1.921171188E0,1.643838406E0,-2.937650919E0,3.875938126E0
3.935333137E0,2.004859686E0,1.685377240E0,-2.820364952E0,3.848950151E0
3.937333022E0,2.173458576E0,1.747074604E0,-2.576018810E0,3.796322532E0
3.939331368E0,2.323120594E0,1.814880610E0,-2.326785803E0,3.755610882E0
3.941331522E0,2.395813465E0,1.850310802E0,-2.200947523E0,3.742691842E0
3.943329983E0,2.531425476E0,1.924225569E0,-1.957212210E0,3.733823592E0
3.945329753E0,2.654820442E0,1.992031574E0,-1.727526903E0,3.741738977E0
3.947327983E0,2.707354784E0,2.023185730E0,-1.618182063E0,3.747207442E0
3.949347445E0,2.802038908E0,2.067778826E0,-1.419650793E0,3.760656816E0
3.951342752E0,2.875953674E0,2.079996109E0,-1.326188445E0,3.788966764E0
3.953343060E0,2.907718658E0,2.106874228E0,-1.156978726E0,3.772578240E0
3.955341829E0,2.960863829E0,2.125811100E0,-1.019534111E0,3.784869515E0
3.957341945E0,2.976746321E0,2.133752346E0,-9.615018964E-1,3.786608460E0
3.959340829E0,2.998737574E0,2.156354427E0,-8.680394888E-1,3.794177646E0
3.961340906E0,3.008511305E0,2.186897516E0,-8.020660877E-1,3.804861499E0
3.963339214E0,3.012176514E0,2.203390837E0,-7.776314616E-1,3.812197427E0
3.965339099E0,3.012787342E0,2.249205828E0,-7.464773059E-1,3.833150505E0
3.967337637E0,3.006067753E0,2.309070587E0,-7.275404930E-1,3.859736452E0
3.969366637E0,3.003624439E0,2.345111609E0,-7.275404930E-1,3.879513294E0
3.971362060E0,3.000570059E0,2.420858860E0,-7.348709106E-1,3.924794715E0
3.973361752E0,3.004235268E0,2.489275932E0,-7.507534027E-1,3.973103935E0
3.975359906E0,3.004846096E0,2.521651745E0,-7.648032904E-1,3.996592506E0
3.977359714E0,3.007900476E0,2.576018810E0,-7.904596329E-1,4.038336863E0
3.979357714E0,3.007289648E0,2.618779421E0,-8.203920126E-1,4.071220915E0
3.981357291E0,3.004235268E0,2.635883570E0,-8.301658630E-1,4.081970982E0
3.983355329E0,3.001180887E0,2.731178522E0,-8.546004891E-1,4.146898218E0
3.985354791E0,3.004235268E0,2.856405973E0,-8.772025108E-1,4.237212394E0
3.987352714E0,3.018285275E0,2.929098845E0,-8.869763613E-1,4.298417512E0
3.989374945E0,3.052493572E0,3.116023540E0,-9.150761366E-1,4.456981495E0
3.991369483E0,3.119077921E0,3.301726580E0,-9.560040832E-1,4.641550311E0
3.993368560E0,3.161838531E0,3.382360935E0,-9.889908433E-1,4.734521231E0
3.995366598E0,3.266296387E0,3.491094828E0,-1.073290229E0,4.899835415E0
3.997366060E0,3.375641346E0,3.508810043E0,-1.190576315E0,5.012402057E0
3.999371598E0,3.451388597E0,3.462995052E0,-1.263880134E0,5.049931779E0
4.001371060E0,3.560733557E0,3.288287640E0,-1.415985584E0,5.049423159E0
4.003369368E0,3.658472061E0,2.976135492E0,-1.577864885E0,4.973073284E0
4.005368868E0,3.709173679E0,2.769052267E0,-1.660942554E0,4.917758637E0
4.007366752E0,3.737273455E0,2.315179348E0,-1.795332909E0,4.748735468E0
4.009380291E0,3.699399948E0,2.118480682E0,-1.834428310E0,4.640974855E0
4.011375060E0,3.530801058E0,1.800219893E0,-1.870469332E0,4.382465436E0
4.013375406E0,3.316998243E0,1.478904724E0,-1.988977194E0,4.140732641E0
4.015373598E0,3.208264351E0,1.294423461E0,-2.083050489E0,4.038265913E0
4.017373329E0,2.996294022E0,8.790351152E-1,-2.252871037E0,3.850442638E0
4.019371791E0,2.742174149E0,4.031710625E-1,-2.348165989E0,3.632622947E0
4.021371368E0,2.588846922E0,1.478293836E-1,-2.379320145E0,3.519253651E0
4.023369329E0,2.303572893E0,-4.086688459E-1,-2.462397814E0,3.396595545E0
4.025368675E0,2.004248857E0,-9.657779336E-1,-2.566855669E0,3.396835075E0
4.027366637E0,1.854586840E0,-1.229671717E0,-2.623666286E0,3.440233954E0
4.029400752E0,1.580308437E0,-1.728137732E0,-2.758056641E0,3.618108789E0
4.031395444E0,1.353677392E0,-2.197893143E0,-2.917492390E0,3.895502354E0
4.033394637E0,1.260825872E0,-2.425745964E0,-3.006067753E0,4.063295300E0
4.035392368E0,1.108109593E0,-2.861903667E0,-3.189327478E0,4.426082832E0
4.037391868E0,1.023810148E0,-3.263853073E0,-3.390302181E0,4.816126346E0
4.039390291E0,9.993755221E-1,-3.439171314E0,-3.498425245E0,5.006558694E0
4.041389637E0,9.920451641E-1,-3.709173679E0,-3.695123911E0,5.328795709E0
4.043387714E0,1.033583999E0,-3.861279249E0,-3.867387772E0,5.561875718E0
4.045387175E0,1.071457624E0,-3.896098614E0,-3.944356918E0,5.646729792E0
4.047392098E0,1.172250390E0,-3.900985479E0,-4.072027683E0,5.759623958E0
4.049406406E0,1.310305953E0,-3.833790302E0,-4.160603046E0,5.807363213E0
4.051401098E0,1.384831548E0,-3.779423237E0,-4.185648441E0,5.807017418E0
4.053400329E0,1.544878244E0,-3.616322279E0,-4.159992218E0,5.724506168E0
4.055398098E0,1.651168704E0,-3.280957222E0,-3.811799049E0,5.293472431E0
4.057438675E0,1.663996935E0,-3.079371691E0,-3.525914192E0,4.968247850E0
4.059433944E0,1.802052498E0,-3.012176514E0,-3.251024723E0,4.784324645E0
4.061433598E0,1.868025899E0,-3.070208788E0,-3.197268724E0,4.810221415E0
4.063431714E0,1.968207836E0,-3.329826355E0,-3.116634369E0,4.967393223E0
4.065431098E0,1.966375232E0,-3.407406330E0,-2.984076738E0,4.937789326E0
4.067429098E0,1.944384098E0,-3.282178879E0,-2.891836166E0,4.787070516E0
4.069449214E0,1.888184428E0,-2.827084303E0,-2.710409164E0,4.347868895E0
4.071444714E0,1.857641220E0,-2.311514139E0,-2.554027557E0,3.913692027E0
4.073444290E0,1.840536952E0,-2.060448408E0,-2.478280306E0,3.711454861E0
4.075442367E0,1.810604572E0,-1.596801758E0,-2.352442026E0,3.370763750E0
4.077441829E0,1.771509171E0,-1.180191636E0,-2.260812283E0,3.105216452E0
4.079439906E0,1.739744186E0,-9.975429177E-1,-2.227214575E0,2.997046291E0
4.081440098E0,1.657888293E0,-6.469063163E-1,-2.163684607E0,2.801537516E0
4.083438829E0,1.554652095E0,-3.152064681E-1,-2.083050489E0,2.618281420E0
4.085438752E0,1.496008992E0,-1.563815027E-1,-2.045176744E0,2.538748904E0
4.087437367E0,1.382998943E0,1.356120855E-1,-1.965764403E0,2.407344264E0
4.089470714E0,1.300532103E0,3.610213697E-1,-1.893071413E0,2.324960119E0
4.091466329E0,1.282817006E0,4.428772926E-1,-1.863749862E0,2.305498496E0
4.093466483E0,1.272432327E0,5.674937963E-1,-1.814269781E0,2.287511328E0
4.095472675E0,1.290758252E0,6.811147332E-1,-1.790446043E0,2.309907180E0
4.097472944E0,1.307862520E0,7.452555895E-1,-1.782504797E0,2.333073856E0
4.099471790E0,1.359175205E0,8.863654733E-1,-1.783115625E0,2.410913172E0
4.101472021E0,1.419039965E0,1.045801282E0,-1.800830722E0,2.519993260E0
4.103470790E0,1.442252874E0,1.136820197E0,-1.809993744E0,2.578474523E0
4.105470521E0,1.502117634E0,1.315803766E0,-1.836871743E0,2.713262748E0
4.107469367E0,1.564425945E0,1.492343783E0,-1.877188921E0,2.863277275E0
4.109464867E0,1.601077795E0,1.564425945E0,-1.904677868E0,2.939162538E0
4.111460060E0,1.678657651E0,1.688431501E0,-1.971873045E0,3.091435872E0
4.113460060E0,1.717142224E0,1.744020224E0,-2.005470514E0,3.164189619E0
4.115458906E0,1.800219893E0,1.800219893E0,-2.074498415E0,3.284071711E0
4.117459021E0,1.869247675E0,1.824654460E0,-2.149634838E0,3.382954434E0
4.119457329E0,1.896125674E0,1.825876236E0,-2.194227934E0,3.426915935E0
4.121456790E0,1.943773150E0,1.803274155E0,-2.302962065E0,3.511934796E0
4.123454944E0,1.980425119E0,1.753794074E0,-2.455678225E0,3.609464344E0
4.125454636E0,1.999972820E0,1.722640038E0,-2.552195072E0,3.671658980E0
4.127452944E0,2.022574902E0,1.671938181E0,-2.754391432E0,3.804321053E0
4.129466675E0,2.002416372E0,1.645060062E0,-2.968805075E0,3.940773720E0
4.131461329E0,1.977981687E0,1.635286212E0,-3.081815243E0,4.010505920E0
4.133460713E0,1.909564734E0,1.597412586E0,-3.320663452E0,4.150297604E0
4.135458406E0,1.828319669E0,1.532050014E0,-3.554624796E0,4.280804538E0
4.137457559E0,1.781893969E0,1.482569933E0,-3.662748098E0,4.334614557E0
4.139455636E0,1.662164330E0,1.346957922E0,-3.866166115E0,4.418633989E0
4.141454598E0,1.511280656E0,1.207069755E0,-4.046371460E0,4.484875540E0
4.143459136E0,1.417818189E0,1.166141748E0,-4.141055584E0,4.529728065E0
4.145458636E0,1.224784851E0,1.150259256E0,-4.327369213E0,4.642124362E0
4.147456406E0,1.007316828E0,1.211345792E0,-4.539950371E0,4.805537971E0
4.149489406E0,8.991936445E-1,1.244332552E0,-4.667010307E0,4.913033474E0
4.151483329E0,6.597344875E-1,1.332907915E0,-4.942510605E0,5.161424627E0
4.153482136E0,4.251621962E-1,1.438587666E0,-5.275432110E0,5.484567559E0
4.155479290E0,3.103195429E-1,1.504561067E0,-5.462357044E0,5.674270588E0
4.157477444E0,1.044579595E-1,1.654833913E0,-5.869803905E0,6.099506917E0
4.159474752E0,-4.031710699E-2,1.791667819E0,-6.304129124E0,6.553910516E0
4.161473636E0,-1.026253626E-1,1.860084653E0,-6.531371117E0,6.791852144E0
4.163471098E0,-2.095267773E-1,2.017687798E0,-7.013954639E0,7.301405700E0
4.165469982E0,-2.150245607E-1,2.069000483E0,-7.262577057E0,7.554602840E0
4.167467829E0,-2.669481039E-1,2.231490850E0,-7.770205975E0,8.088690475E0
4.169482329E0,-3.054326177E-1,2.390315771E0,-8.269893646E0,8.613828388E0
4.171477098E0,-2.999348342E-1,2.456900120E0,-8.520348549E0,8.872579022E0
4.173476213E0,-3.182607889E-1,2.640159607E0,-9.001709938E0,9.386293970E0
4.175473790E0,-3.384193480E-1,2.831971169E0,-9.457415581E0,9.878122181E0
4.177473021E0,-3.390302062E-1,2.937040091E0,-9.674272537E0,1.011596239E1
4.179470636E0,-3.524692357E-1,3.158173323E0,-1.008843994E1,1.057709382E1
4.181470021E0,-3.616322279E-1,3.410460711E0,-1.047756100E1,1.102457730E1
4.183467944E0,-3.707951903E-1,3.561955214E0,-1.066143131E1,1.124682763E1
4.185467059E0,-3.640756905E-1,3.853948832E0,-1.101145649E1,1.167208836E1
4.187464905E0,-3.463605940E-1,4.135557652E0,-1.132238770E1,1.205899108E1
4.189483713E0,-3.084869385E-1,4.262617588E0,-1.146655178E1,1.223711088E1
4.191478290E0,-1.802052408E-1,4.506963730E0,-1.173411083E1,1.257117946E1
4.193477136E0,-5.497787148E-3,4.725042820E0,-1.197234821E1,1.287102100E1
4.195474213E0,1.001819000E-1,4.812396526E0,-1.207741642E1,1.300127625E1
4.197473482E0,3.597996235E-1,4.926628113E0,-1.225762177E1,1.321553675E1
4.199471405E0,6.365215778E-1,4.872261047E0,-1.243049717E1,1.336642612E1
4.201470675E0,7.788531780E-1,4.804455280E0,-1.251785088E1,1.343078528E1
4.203468675E0,1.061072946E0,4.632191181E0,-1.267606449E1,1.353756558E1
4.205468136E0,1.348790407E0,4.496579170E0,-1.280373573E1,1.363723244E1
4.207466213E0,1.492343783E0,4.443433762E0,-1.284955025E1,1.367779716E1
4.209495482E0,1.758681059E0,4.404949188E0,-1.291002655E1,1.375373847E1
4.211490482E0,2.006081581E0,4.459927082E0,-1.291369152E1,1.380864735E1
4.213489790E0,2.122145891E0,4.515515804E0,-1.289719772E1,1.382863317E1
4.215488251E0,2.327396631E0,4.695721149E0,-1.281900692E1,1.384895341E1
4.217528213E0,2.510656118E0,4.998710155E0,-1.270660782E1,1.388338502E1
4.219523598E0,2.595566511E0,5.196630478E0,-1.263941288E1,1.391030883E1
4.221523175E0,2.755613089E0,5.627290726E0,-1.249891376E1,1.398151100E1
4.223521213E0,2.839301586E0,5.847813129E0,-1.241400337E1,1.401306646E1
4.225520905E0,3.007289648E0,6.207612514E0,-1.221608353E1,1.402893228E1
4.227518328E0,3.170390606E0,6.501438618E0,-1.198945236E1,1.400239439E1
4.229538675E0,3.252246618E0,6.652933598E0,-1.188316154E1,1.400171996E1
4.231533982E0,3.414125919E0,6.905220509E0,-1.167485619E1,1.398715815E1
4.233533713E0,3.582113743E0,7.098865032E0,-1.147632504E1,1.396178570E1
4.235531713E0,3.668245792E0,7.174612522E0,-1.138347340E1,1.394684762E1
4.237531674E0,3.831957579E0,7.291287422E0,-1.122220516E1,1.392065587E1
4.239536367E0,3.983452320E0,7.352374077E0,-1.107559776E1,1.387782990E1
4.241535828E0,4.054923534E0,7.370699883E0,-1.101267910E1,1.385816447E1
4.243533905E0,4.186259747E0,7.376197815E0,-1.089661407E1,1.380830414E1
4.245533751E0,4.296826363E0,7.334659100E0,-1.079826450E1,1.374272379E1
4.247531713E0,4.342640877E0,7.304115772E0,-1.075428295E1,1.370632113E1
4.249546251E0,4.409836292E0,7.221648693E0,-1.069686127E1,1.363897749E1
4.251540944E0,4.451375008E0,7.102530003E0,-1.069441795E1,1.358790813E1
4.253540290E0,4.458094597E0,7.034724236E0,-1.072190666E1,1.357649568E1
4.255538097E0,4.450153351E0,6.906442642E0,-1.080009747E1,1.357000074E1
4.257537251E0,4.416555882E0,6.748228550E0,-1.082880783E1,1.350213440E1
4.259535059E0,4.392121315E0,6.654155254E0,-1.082269955E1,1.344244536E1
4.261534482E0,4.330423832E0,6.451347828E0,-1.078971291E1,1.329625376E1
4.263532405E0,4.251622200E0,6.183788776E0,-1.070968914E1,1.307719299E1
4.265531559E0,4.181372643E0,6.039013863E0,-1.065287876E1,1.293976010E1
4.267529251E0,3.977343559E0,5.687155247E0,-1.052948380E1,1.261082969E1
4.269562982E0,3.791029692E0,5.387831688E0,-1.034805679E1,1.226714783E1
4.271557328E0,3.768427610E0,5.321857929E0,-1.022649479E1,1.212866086E1
4.273556405E0,3.813631773E0,5.171585083E0,-9.963212013E0,1.185557562E1
4.275554059E0,3.850894451E0,5.094005108E0,-9.806830406E0,1.170265776E1
4.277553367E0,3.924198389E0,4.893030643E0,-9.457415581E0,1.134829464E1
4.279551405E0,3.981008768E0,4.682892799E0,-9.074402809E0,1.096005028E1
4.281550636E0,3.996891260E0,4.572937012E0,-8.877093315E0,1.075591365E1
4.283548059E0,4.004221916E0,4.393342972E0,-8.478199005E0,1.035447314E1
4.285547251E0,3.986506701E0,4.269948006E0,-8.054868698E0,9.950155847E0
4.287551520E0,3.971235037E0,4.224133015E0,-7.839233875E0,9.750261289E0
4.289565290E0,3.935804844E0,4.170377254E0,-7.393912792E0,9.356952100E0
4.291560174E0,3.874107361E0,4.132503510E0,-6.936374664E0,8.955422189E0
4.293559367E0,3.852727175E0,4.115399361E0,-6.706689358E0,8.761261366E0
4.295557213E0,3.790418863E0,4.063475609E0,-6.245486259E0,8.359737304E0
4.297556713E0,3.723223686E0,3.992004395E0,-5.794667721E0,7.960946407E0
4.299555136E0,3.687793493E0,3.951687336E0,-5.577810764E0,7.767086106E0
4.301554674E0,3.618765831E0,3.838677168E0,-5.154480934E0,7.375607245E0
4.303552674E0,3.543629169E0,3.718336821E0,-4.762916088E0,7.004905857E0
4.305552136E0,3.505755663E0,3.707341194E0,-4.580878258E0,6.857050905E0
4.307550136E0,3.441614866E0,3.651141644E0,-4.235128880E0,6.565962596E0
4.309569597E0,3.379917383E0,3.561344385E0,-3.900374651E0,6.270561200E0
4.311564174E0,3.359758854E0,3.521638155E0,-3.728110552E0,6.130964291E0
4.313563097E0,3.291342020E0,3.464827776E0,-3.375030518E0,5.850537993E0
4.315561828E0,3.196657896E0,3.455053806E0,-2.998737574E0,5.581079245E0
4.317561866E0,3.142290831E0,3.473990679E0,-2.797762871E0,5.456196476E0
4.319560328E0,3.029280663E0,3.510031700E0,-2.398257017E0,5.220009635E0
4.321559905E0,2.855184078E0,3.477655888E0,-1.960266590E0,4.908035421E0
4.323558328E0,2.717739582E0,3.506366491E0,-1.696372747E0,4.749567865E0
4.325558174E0,2.558914423E0,3.677408695E0,-1.138041973E0,4.622393024E0
4.327556520E0,2.384817839E0,3.758653879E0,-6.603453159E-1,4.500099004E0
4.329586097E0,2.307238102E0,3.779423237E0,-4.465425014E-1,4.450481757E0
4.331581443E0,2.119091511E0,3.792862415E0,-7.941248268E-2,4.345418331E0
4.333581097E0,2.021964073E0,3.793473244E0,7.941248268E-2,4.299428370E0
4.335595289E0,1.841147900E0,3.784310102E0,3.659082949E-1,4.224300820E0
4.337594828E0,1.661553502E0,3.778201580E0,6.090326309E-1,4.172108336E0
4.339592866E0,1.574199796E0,3.786142826E0,7.208209634E-1,4.163239767E0
4.341592289E0,1.382998943E0,3.818518639E0,9.175195694E-1,4.163605749E0
4.343590443E0,1.192408919E0,3.862500906E0,1.076344609E0,4.183212880E0
4.345590174E0,1.099557400E0,3.893655062E0,1.145372391E0,4.204932119E0
4.347588213E0,9.132435322E-1,3.985284805E0,1.227228284E0,4.268793505E0
4.349606751E0,8.100073338E-1,4.307210922E0,1.138652802E0,4.528212452E0
4.351601866E0,8.637634516E-1,4.664566994E0,7.929030657E-1,4.809674398E0
4.353601136E0,9.865473509E-1,4.941899776E0,2.712241709E-1,5.046703045E0
4.355599097E0,9.193521738E-1,5.005429745E0,1.044579595E-1,5.090230527E0
4.357598251E0,8.527678847E-1,5.034751415E0,6.108652451E-4,5.106460149E0
4.359596212E0,7.275404930E-1,5.007873058E0,-1.893682331E-1,5.063987368E0
4.361595674E0,5.265658498E-1,4.882035255E0,-4.050036669E-1,4.927024234E0
4.363593559E0,4.123340547E-1,4.805676937E0,-5.400048494E-1,4.853468392E0
4.365592751E0,1.466076523E-1,4.626693249E0,-8.283332586E-1,4.702544015E0
4.367591174E0,-1.172861308E-1,4.415334225E0,-1.119105101E0,4.556460093E0
4.369605405E0,-2.455678284E-1,4.300491333E0,-1.248608589E0,4.484813561E0
4.371600712E0,-4.880813360E-1,4.066529751E0,-1.464244008E0,4.349585971E0
4.373600405E0,-7.024950385E-1,3.846618414E0,-1.603521228E0,4.226257544E0
4.375598289E0,-7.880161405E-1,3.743993044E0,-1.656666517E0,4.169292182E0
4.377638674E0,-9.388998747E-1,3.569896460E0,-1.723861694E0,4.073989795E0
4.379633712E0,-1.056796908E0,3.450166941E0,-1.750128984E0,4.010414329E0
4.381633174E0,-1.100168347E0,3.405573845E0,-1.748907208E0,3.983337800E0
4.383637751E0,-1.140485406E0,3.316998243E0,-1.731802940E0,3.911818724E0
4.385637059E0,-1.142928839E0,3.277292013E0,-1.713477015E0,3.870779347E0
4.387635135E0,-1.150259256E0,3.186273098E0,-1.662775159E0,3.773626087E0
4.389669674E0,-1.116661668E0,3.086702108E0,-1.591914773E0,3.648130457E0
4.391664520E0,-1.086118460E0,3.029891729E0,-1.546710849E0,3.571023894E0
4.393663866E0,-1.018312335E0,2.905885935E0,-1.443474531E0,3.400698722E0
4.395661674E0,-9.315695167E-1,2.769052267E0,-1.320690632E0,3.206196495E0
4.397660982E0,-8.753699064E-1,2.703689575E0,-1.252273798E0,3.105543343E0
4.399659405E0,-7.586946487E-1,2.565634012E0,-1.109331250E0,2.896327205E0
4.401659097E0,-6.236934066E-1,2.436130524E0,-9.535606503E-1,2.689424345E0
4.403657712E0,-5.497786999E-1,2.383596182E0,-8.772025108E-1,2.598705759E0
4.405657058E0,-3.878994286E-1,2.262644768E0,-7.226535678E-1,2.406710512E0
4.407655443E0,-2.150245607E-1,2.150245667E0,-5.650503635E-1,2.233623491E0
4.409669751E0,-1.307251602E-1,2.098322153E0,-4.917465150E-1,2.159133984E0
4.411664982E0,3.237585723E-2,1.994475007E0,-3.445279896E-1,2.024272285E0
4.413664635E0,1.844813079E-1,1.880243182E0,-2.021963894E-1,1.900060830E0
4.415663020E0,2.528982162E-1,1.816102386E0,-1.356120855E-1,1.838634281E0
4.417663058E0,3.805690408E-1,1.669494748E0,-1.038470957E-2,1.712353162E0
4.419661828E0,5.137376785E-1,1.480737329E0,8.918632567E-2,1.569861025E0
4.421662251E0,5.852088928E-1,1.361618638E0,1.276708394E-1,1.487539783E0
4.423660635E0,7.440338731E-1,1.101390004E0,1.734857261E-1,1.340426664E0
4.425660635E0,9.028588533E-1,8.600982428E-1,1.826487035E-1,1.260271259E0
4.427658905E0,9.816604257E-1,7.544185519E-1,1.783726513E-1,1.250848250E0
4.429677981E0,1.138652802E0,5.577199459E-1,1.490511149E-1,1.276635412E0
4.431673597E0,1.285871387E0,4.221078753E-1,1.203404516E-1,1.358720761E0
4.433673328E0,1.344514370E0,3.885102868E-1,1.087340117E-1,1.403738658E0
4.435671712E0,1.430646420E0,4.392121136E-1,8.613199741E-2,1.499024743E0
4.437671443E0,1.472796082E0,5.045747161E-1,7.391469181E-2,1.558585040E0
4.439669674E0,1.539380431E0,6.982190013E-1,5.436700583E-2,1.691200064E0
4.441669751E0,1.619403720E0,9.266825914E-1,2.504547499E-2,1.865967928E0
4.443667866E0,1.670105577E0,1.050077319E0,6.719517522E-3,1.972805151E0
4.445667251E0,1.812437177E0,1.292590857E0,-3.909537569E-2,2.226487837E0
4.447665020E0,1.965764403E0,1.513113260E0,-7.269296050E-2,2.481738442E0
4.449693981E0,2.041511536E0,1.623679876E0,-8.613199741E-2,2.609889732E0
4.451689481E0,2.158186913E0,1.751350641E0,-9.834930301E-2,2.781127901E0
4.453689828E0,2.194227934E0,1.724472642E0,-8.979719132E-2,2.792222350E0
4.455688404E0,2.158186913E0,1.640173197E0,-8.429940045E-2,2.712018668E0
4.457687635E0,1.955990553E0,1.300532103E0,-7.696902007E-2,2.350150426E0
4.459686212E0,1.672549009E0,9.547823668E-1,-7.696902007E-2,1.927421538E0
4.461686020E0,1.561982393E0,8.546004891E-1,-8.613199741E-2,1.782568292E0
4.463684520E0,1.438587666E0,7.519751191E-1,-1.429424733E-1,1.629550123E0
4.465684289E0,1.416596532E0,7.550294399E-1,-2.455678284E-1,1.623920795E0
4.467682481E0,1.441641927E0,7.929030657E-1,-3.145956099E-1,1.675111075E0
4.469701097E0,1.518000126E0,9.169087410E-1,-4.886921942E-1,1.839528766E0
4.471695981E0,1.590693116E0,1.138041973E0,-6.707300544E-1,2.067685404E0
4.473695481E0,1.616960287E0,1.278540969E0,-7.501425147E-1,2.193613770E0
4.475693212E0,1.620014668E0,1.646892667E0,-8.570439219E-1,2.463986052E0
4.477692904E0,1.549765110E0,2.050674677E0,-8.466592431E-1,2.706265028E0
4.479698827E0,1.509448051E0,2.187508345E0,-7.880161405E-1,2.772110318E0
4.481698635E0,1.503339410E0,2.118480682E0,-5.149593949E-1,2.648239597E0
4.483697481E0,1.531439185E0,2.122756720E0,-2.541199327E-1,2.629824901E0
4.485697212E0,1.554652095E0,2.129476309E0,-1.527163088E-1,2.641010177E0
4.487695443E0,1.638340592E0,2.174069405E0,1.893682219E-2,2.722332874E0
4.489710789E0,1.653001308E0,2.237599373E0,9.040805697E-2,2.783421976E0
4.491705866E0,1.688431501E0,2.408641577E0,2.107485086E-1,2.949028673E0
4.493705674E0,1.695761919E0,2.621833563E0,3.414736688E-1,3.141054597E0
4.495704020E0,1.697594523E0,2.749504566E0,4.080579877E-1,3.257009955E0
4.497704020E0,1.700648785E0,3.011565685E0,5.473352671E-1,3.501615350E0
4.499702404E0,1.697594523E0,3.262631178E0,6.536257863E-1,3.735480697E0
4.501702058E0,1.707368374E0,3.374419689E0,6.939429045E-1,3.844915052E0
4.503700289E0,1.717753053E0,3.572950840E0,7.757988572E-1,4.039618438E0
4.505699981E0,1.720807433E0,3.764151573E0,8.368853927E-1,4.222604936E0
4.507698327E0,1.712255239E0,3.859446526E0,8.692612648E-1,4.310772626E0
4.509732327E0,1.701870561E0,4.002999783E0,9.480628371E-1,4.451875314E0
4.511727173E0,1.708590150E0,4.100127697E0,1.040303469E0,4.562078335E0
4.513726404E0,1.719585657E0,4.142277241E0,1.085507512E0,4.614516457E0
4.515724250E0,1.763567924E0,4.221689701E0,1.168585181E0,4.722121036E0
4.517723943E0,1.825876236E0,4.283998013E0,1.236391306E0,4.818207806E0
4.519721981E0,1.862528086E0,4.315762997E0,1.260825872E0,4.866672682E0
4.521721366E0,1.933388472E0,4.373795033E0,1.299921274E0,4.955589701E0
4.523718981E0,1.998751044E0,4.431216717E0,1.328021049E0,5.039278444E0
4.525718058E0,2.031126976E0,4.451985836E0,1.342681766E0,5.074292956E0
4.527722673E0,2.094656944E0,4.472755432E0,1.378722906E0,5.127768103E0
4.529737904E0,2.150245667E0,4.478864193E0,1.427592039E0,5.169313292E0
4.531732981E0,2.180178165E0,4.470311642E0,1.459967971E0,5.183470795E0
4.533732635E0,2.239432096E0,4.439768791E0,1.535715222E0,5.204327457E0
4.535730673E0,2.293188095E0,4.410447121E0,1.622458100E0,5.229065474E0
