"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.557887003E0,1.973091364E0,-1.108619690E1,-1.710942864E0,1.138965218E1
2.565914733E0,2.118759155E0,-1.131082916E1,-9.498504400E-1,1.154669704E1
2.573909156E0,1.970751524E0,-1.156810951E1,-2.308674455E-1,1.173704899E1
2.581939887E0,1.684820890E0,-1.164082623E1,1.187233925E-1,1.176271873E1
2.589955887E0,1.129896045E0,-1.160842991E1,1.062538028E-1,1.166377297E1
2.597951579E0,3.470131159E-1,-1.151892185E1,-1.023387015E-1,1.152460203E1
2.605961579E0,1.470858753E-1,-1.155425835E1,-3.671808839E-1,1.156102686E1
2.613956618E0,-7.385730743E-3,-1.166182899E1,-7.730898857E-1,1.168742820E1
2.621951233E0,-4.350281060E-1,-1.183918571E1,-1.083712935E0,1.189663825E1
2.629981925E0,-6.732929945E-1,-1.191183662E1,-1.352303743E0,1.200724367E1
2.637977310E0,-9.973364472E-1,-1.188719940E1,-1.749584556E0,1.205658475E1
2.645990464E0,-1.247890592E0,-1.218708420E1,-2.113438845E0,1.243176882E1
2.653985810E0,-1.428159118E0,-1.241201019E1,-2.737650394E0,1.279032311E1
2.661981694E0,-1.534469962E0,-1.269411659E1,-3.247192144E0,1.319240126E1
2.670010925E0,-1.610571146E0,-1.287857819E1,-3.594397545E0,1.346742029E1
2.678041387E0,-1.740945935E0,-1.303739929E1,-3.767460108E0,1.368204768E1
2.686067617E0,-1.598043442E0,-1.327835083E1,-4.431312561E0,1.408917580E1
2.694063694E0,-1.398281574E0,-1.332505035E1,-4.504662514E0,1.413520932E1
2.702058040E0,-2.040012836E0,-1.331308556E1,-4.747943878E0,1.428085678E1
2.710073733E0,-2.386122942E0,-1.332593727E1,-5.082015991E0,1.446032757E1
2.718069079E0,-2.565417767E0,-1.321252060E1,-5.508082867E0,1.454273172E1
2.726082963E0,-2.323592186E0,-1.280983353E1,-5.736006260E0,1.422647825E1
2.734077310E0,-3.295236588E0,-1.342148018E1,-6.263275146E0,1.517311207E1
2.742072540E0,-3.144886971E0,-1.403367996E1,-6.493446350E0,1.577971270E1
2.750073925E0,-2.678619146E0,-1.341678524E1,-6.290483952E0,1.505839683E1
2.758069925E0,-1.761584759E0,-1.304656410E1,-5.538193703E0,1.428242295E1
2.766082040E0,-1.059110165E0,-1.286696148E1,-4.730246544E0,1.374975070E1
2.774120963E0,-5.971054435E-1,-1.252071095E1,-4.740127087E0,1.340125152E1
2.782116694E0,-2.893476784E-1,-1.198358154E1,-4.949221134E0,1.296860588E1
2.790134040E0,3.768494725E-1,-1.135804844E1,-4.878066540E0,1.236700501E1
2.798129809E0,5.821332335E-1,-1.082682514E1,-4.996881485E0,1.193850268E1
2.806158040E0,7.695559263E-1,-9.716729164E0,-4.751041412E0,1.084340521E1
2.814153348E0,1.116859436E0,-8.540035248E0,-3.850917339E0,9.434465612E0
2.822150040E0,2.028339148E0,-7.160417557E0,-2.259150743E0,7.777499686E0
2.830168155E0,2.749546528E0,-6.215139389E0,-5.705006123E-1,6.820075856E0
2.838165732E0,2.527891636E0,-5.737867832E0,1.221616268E0,6.387934697E0
2.846178578E0,1.541657925E0,-4.108289242E0,3.314706087E0,5.499275052E0
2.854175271E0,1.847512484E0,-3.384861469E0,4.632787228E0,6.027711592E0
2.862171271E0,5.704302788E-1,-3.767755508E0,6.072710991E0,7.169322915E0
2.870203194E0,-1.256718040E0,-3.595867634E0,6.418919086E0,7.464055634E0
2.878200347E0,-3.067774534E0,-3.478008270E0,7.072383404E0,8.457327541E0
2.886214347E0,-3.748863459E0,-4.382913589E0,9.312997818E0,1.095426114E1
2.894211770E0,-4.172872066E0,-5.509759426E0,1.546491623E1,1.693912466E1
2.902209117E0,-3.668857336E0,-4.101706028E0,2.155874825E1,2.225003668E1
2.910226001E0,-4.817319393E0,-1.773854256E0,2.802128220E1,2.848763558E1
2.918222463E0,-5.998215199E0,8.338508606E-1,3.087328720E1,3.146162353E1
2.926250847E0,-3.182104111E0,4.978295326E0,2.838727570E1,2.899563126E1
2.934247193E0,-1.637177467E0,6.277950287E0,2.356661606E1,2.444337134E1
2.942243463E0,-1.006621242E0,7.538383007E0,1.860953903E1,2.010361778E1
2.950262501E0,-1.030881524E0,8.764254570E0,1.430590248E1,1.680873941E1
2.958257578E0,-2.540763378E0,8.527753830E0,1.220746040E1,1.510629516E1
2.966309886E0,-3.742943287E0,8.609531403E0,1.396018982E1,1.682321477E1
2.974305886E0,-3.741116524E0,8.256715775E0,1.921675491E1,2.124742285E1
2.982301501E0,-3.709108829E0,8.027666092E0,2.275075722E1,2.440897100E1
2.990334309E0,-3.066321850E0,7.797744751E0,2.604831314E1,2.736278075E1
2.998332770E0,-1.889003277E0,7.994424343E0,2.740914726E1,2.861364198E1
3.006347578E0,-1.119728327E0,8.109521866E0,2.713210678E1,2.834024267E1
3.014347039E0,-4.877052903E-1,7.072132587E0,2.564793205E1,2.660957223E1
3.022345847E0,1.149783134E-1,6.090691566E0,2.335123444E1,2.413275561E1
3.030364808E0,1.143024325E0,5.356375217E0,1.988458633E1,2.062508264E1
3.038362231E0,2.089316607E0,4.104402542E0,1.582941341E1,1.648580278E1
3.046390462E0,3.168282986E0,3.303037167E0,1.205615807E1,1.289569769E1
3.054386578E0,2.270796776E0,2.891477108E0,8.522781372E0,9.281969628E0
3.062419424E0,1.766672492E0,2.089610100E0,7.992733955E0,8.448159453E0
3.070438616E0,2.562871218E0,1.623964310E0,6.820444584E0,7.464853199E0
3.078436347E0,2.206706047E0,2.742524147E-1,7.197722912E0,7.533391074E0
3.086450039E0,3.791319370E0,9.720087051E-1,6.695174694E0,7.755273540E0
3.094446962E0,4.909446716E0,5.341572762E-1,6.873816967E0,8.463885086E0
3.102441847E0,6.753988266E0,-7.951402664E-2,6.617281437E0,9.455743947E0
3.110471500E0,8.456545830E0,-1.057495117E0,6.337493896E0,1.062051280E1
3.118467577E0,8.945789337E0,-2.163020134E0,6.083606243E0,1.103250053E1
3.126480770E0,8.727075577E0,-2.830527544E0,5.679130554E0,1.079010001E1
3.134477770E0,8.043211937E0,-3.400593519E0,5.204702377E0,1.016593436E1
3.142473731E0,7.382446289E0,-3.886768341E0,4.172039986E0,9.328097287E0
3.150511346E0,6.466995239E0,-4.220813751E0,4.002737045E0,8.698229705E0
3.158543269E0,5.213120461E0,-4.347392082E0,3.447148800E0,7.613099087E0
3.166571308E0,4.780157089E0,-4.114590645E0,2.666544437E0,6.847643186E0
3.174567423E0,4.000000954E0,-3.390171051E0,3.030065536E0,6.055952819E0
3.182564039E0,4.645918369E0,-3.215952396E0,2.563180923E0,6.204579257E0
3.190581192E0,3.828075409E0,-2.699113846E0,1.793248653E0,5.015487775E0
3.198578269E0,3.994362593E0,-2.441339493E0,1.271400928E0,4.850930979E0
3.206602231E0,4.145746231E0,-2.709921360E0,1.583447456E0,5.199826097E0
3.214598923E0,4.902433395E0,-2.829615593E0,1.423281193E0,5.836634900E0
3.222594192E0,5.551913261E0,-2.894104958E0,1.260888100E0,6.386659782E0
3.230636577E0,5.991300583E0,-3.162625313E0,1.075201750E0,6.859587476E0
3.238633769E0,6.507907867E0,-3.198227882E0,6.509876251E-1,7.280474661E0
3.246646038E0,7.034829617E0,-3.591246128E0,-5.984210968E-2,7.898699739E0
3.254684500E0,7.576488972E0,-3.800169945E0,-8.583459854E-1,8.519462106E0
3.262680961E0,7.767201424E0,-4.080557346E0,-1.167901993E0,8.851235014E0
3.270696807E0,6.964435101E0,-4.257260323E0,-1.171346426E0,8.246191495E0
3.278693307E0,6.190876961E0,-3.705128670E0,-1.151431203E0,7.306211728E0
3.286722423E0,5.001513481E0,-3.186362267E0,-4.416837692E-1,5.946690352E0
3.294718384E0,4.298805237E0,-3.448887348E0,2.525081635E-1,5.517092602E0
3.302714807E0,4.322861671E0,-4.103675842E0,3.444888592E-1,5.970423856E0
3.310742269E0,4.367895603E0,-4.630636215E0,8.005061150E-1,6.415770710E0
3.318739230E0,4.335050106E0,-4.970066547E0,9.814043045E-1,6.667636412E0
3.326762269E0,3.914812803E0,-5.330721855E0,1.206479788E0,6.722941935E0
3.334758538E0,3.994724751E0,-5.896221161E0,7.758958340E-1,7.164165280E0
3.342755384E0,3.904921055E0,-6.394941807E0,5.500237942E-1,7.513069634E0
3.350788076E0,3.949179173E0,-7.346701622E0,6.610281467E-1,8.367018529E0
3.358783961E0,4.210442066E0,-7.736282349E0,9.743891954E-1,8.861564268E0
3.366796923E0,4.177021503E0,-8.307243347E0,9.870717525E-1,9.350513960E0
3.374792115E0,4.114796162E0,-9.165378571E0,2.475929260E-1,1.004972706E1
3.382788499E0,4.041023254E0,-9.655224800E0,-6.976659298E-1,1.048999393E1
3.390805576E0,4.115751266E0,-1.007706356E1,-1.625323176E0,1.100583000E1
3.398803115E0,3.548663855E0,-9.899279594E0,-2.178625107E0,1.073942079E1
3.406831730E0,2.890844107E0,-9.594677925E0,-2.167628050E0,1.025248436E1
3.414829422E0,2.720605135E0,-9.883331299E0,-2.173835039E0,1.047890684E1
3.422829153E0,2.867312193E0,-1.042996693E1,-2.423743486E0,1.108513517E1
3.430848576E0,2.697046280E0,-1.076664639E1,-2.664159060E0,1.141457299E1
3.438843961E0,2.240317822E0,-1.106199646E1,-2.943050385E0,1.166397596E1
3.446891884E0,1.826716185E0,-1.111841583E1,-3.092394352E0,1.168413306E1
3.454888345E0,1.632712364E0,-1.109997749E1,-3.112257242E0,1.164308358E1
3.462887307E0,1.712238312E0,-1.107001495E1,-2.844494343E0,1.155716830E1
3.470921768E0,1.555555105E0,-1.100809193E1,-2.404474497E0,1.137450382E1
3.478920614E0,1.445158243E0,-1.076609802E1,-2.233847380E0,1.108996948E1
3.486935537E0,1.640832901E0,-1.076117706E1,-1.993705034E0,1.106662208E1
3.494933845E0,1.692106724E0,-1.084544754E1,-1.776790380E0,1.111952974E1
3.502931614E0,1.564739108E0,-1.093725395E1,-1.606094480E0,1.116474236E1
3.510950191E0,1.496974349E0,-1.098153687E1,-1.494420528E0,1.118339737E1
3.518947845E0,1.479299545E0,-1.113639069E1,-1.486214161E0,1.133209412E1
3.526977422E0,1.465268970E0,-1.123204041E1,-1.696486950E0,1.145355023E1
3.534975576E0,1.361248493E0,-1.130894184E1,-1.924394846E0,1.155198938E1
3.543008037E0,9.535366893E-1,-1.146777916E1,-2.407032251E0,1.175640231E1
3.551024806E0,3.885000348E-1,-1.163472652E1,-2.966508865E0,1.201324138E1
3.559021845E0,-3.244006634E-1,-1.192484188E1,-3.460091829E0,1.242092288E1
3.567034653E0,-9.725488424E-1,-1.213509560E1,-4.203204632E0,1.287918187E1
3.575030768E0,-1.360423565E0,-1.224999237E1,-4.962217808E0,1.328671031E1
3.583027191E0,-1.692199349E0,-1.229332066E1,-5.804178715E0,1.369955335E1
3.591059383E0,-1.495887280E0,-1.210736084E1,-6.072314262E0,1.362713711E1
3.599057499E0,-1.387400627E0,-1.179104424E1,-5.796540260E0,1.321186904E1
3.607074114E0,-5.099294186E-1,-1.160519218E1,-5.503592491E0,1.285418391E1
3.615072691E0,4.557317495E-2,-1.152438068E1,-5.364328861E0,1.271178395E1
3.623070922E0,6.139759421E-1,-1.152570152E1,-5.605707645E0,1.283131795E1
3.631100152E0,8.292449117E-1,-1.156888580E1,-5.842710495E0,1.298707172E1
3.639132960E0,5.242521763E-1,-1.142063808E1,-5.820208073E0,1.282889850E1
3.647128921E0,-3.847215176E-1,-1.133128548E1,-5.358139992E0,1.254016369E1
3.655125037E0,-1.717675209E0,-1.097362804E1,-4.793117046E0,1.209730927E1
3.663121806E0,-2.745329857E0,-1.049206066E1,-4.687634468E0,1.181499428E1
3.671138344E0,-2.849756718E0,-9.733409882E0,-4.447024345E0,1.107413233E1
3.679133537E0,-2.277295589E0,-8.852990150E0,-3.977072477E0,9.968882349E0
3.687148383E0,-1.531522632E0,-7.738266468E0,-3.162293911E0,8.498613551E0
3.695146229E0,-6.170088053E-1,-6.963274479E0,-2.232930899E0,7.338519724E0
3.703143729E0,-7.365489006E-2,-6.788146973E0,-1.506628275E0,6.953725126E0
3.711176267E0,2.276918888E-1,-6.525175095E0,-7.673003674E-1,6.574078146E0
3.719173113E0,5.557769537E-1,-6.377101898E0,6.175463200E-1,6.430993710E0
3.727184921E0,1.037999034E0,-6.643061638E0,2.073572874E0,7.036150537E0
3.735224806E0,1.265429735E0,-6.812788963E0,3.312388420E0,7.680320496E0
3.743222498E0,1.913412571E0,-6.044499874E0,3.421954155E0,7.204644102E0
3.751241767E0,3.003669500E0,-5.162302494E0,3.803146839E0,7.080630155E0
3.759239113E0,4.372007370E0,-5.039835930E0,5.198076248E0,8.457800620E0
3.767268267E0,5.339764118E0,-4.890404224E0,8.054002762E0,1.083033216E1
3.775264613E0,6.744350433E0,-4.418384075E0,1.338688660E1,1.562744744E1
3.783260575E0,7.343578339E0,-3.258753538E0,1.932201004E1,2.092576616E1
3.791278421E0,7.371653557E0,-1.540396690E0,2.664952850E1,2.769316644E1
3.799302382E0,7.089002132E0,-2.643108368E-2,3.172815704E1,3.251046907E1
3.807316305E0,6.791352272E0,1.548730850E0,3.210248184E1,3.284951101E1
3.815311882E0,7.040936470E0,2.158878326E0,2.757186508E1,2.853845276E1
3.823306998E0,6.563059807E0,2.998030186E0,2.135814857E1,2.254401139E1
3.831338959E0,5.011402130E0,3.482685566E0,1.627379227E1,1.738043627E1
3.839335113E0,3.434260845E0,3.605920315E0,1.122628880E1,1.228113875E1
3.847350267E0,3.086991072E0,3.908284187E0,8.540832520E0,9.886860942E0
3.855347113E0,3.669565916E0,4.901688099E0,7.860932350E0,9.964262022E0
3.863344998E0,3.933742762E0,6.421826363E0,6.840994835E0,1.017415334E1
3.871362921E0,3.920889854E0,6.980478764E0,5.010883331E0,9.445073466E0
3.879359190E0,3.721771479E0,6.433249950E0,4.842776299E0,8.870781822E0
3.887388651E0,3.721265554E0,5.919879436E0,7.236851692E0,1.006304190E1
3.895384920E0,4.391488075E0,5.603947639E0,8.674606323E0,1.122221865E1
3.903381074E0,5.369753838E0,4.859737396E0,1.082700157E1,1.302594591E1
3.911399190E0,5.552397728E0,3.821021557E0,1.340373325E1,1.500297942E1
3.919394613E0,5.314914703E0,2.748385429E0,1.610897064E1,1.718432064E1
3.927444574E0,4.388716698E0,2.056955338E0,1.738931274E1,1.805214938E1
3.935441305E0,3.943257809E0,1.981658459E0,1.796388245E1,1.849803570E1
3.943438305E0,2.531607389E0,8.030691147E-1,1.717037010E1,1.737456663E1
3.951470728E0,1.808301210E0,5.681815147E-1,1.528590393E1,1.540297512E1
3.959466574E0,9.999642372E-1,4.058651924E-1,1.220070648E1,1.224834249E1
3.967480574E0,2.540485859E-1,4.064025879E-1,8.051437378E0,8.065689530E0
3.975476189E0,-4.796075821E-2,6.005063057E-1,5.212464809E0,5.247160894E0
3.983471382E0,2.954077721E-1,1.415057182E0,2.962114334E0,3.296023955E0
3.991486612E0,2.261955261E0,3.089443684E0,1.682648659E0,4.182392902E0
3.999481612E0,4.277285099E0,4.953406811E0,1.191575527E0,6.652161986E0
4.007506497E0,6.757656574E0,6.464731216E0,3.919248104E0,1.013997918E1
4.015502228E0,8.023002625E0,6.433583260E0,6.716989517E0,1.228322078E1
4.023534151E0,9.069471359E0,6.043100834E0,1.127573776E1,1.568172951E1
4.031550920E0,1.132865334E1,5.893719673E0,1.401910400E1,1.896337510E1
4.039546612E0,1.351518726E1,6.381710529E0,1.488865852E1,2.109641364E1
4.047559920E0,1.506604004E1,7.939404488E0,1.554330254E1,2.305675519E1
4.055556420E0,1.619184494E1,9.196601868E0,1.447070122E1,2.358292862E1
4.063551843E0,1.681567764E1,9.273897171E0,1.283309555E1,2.309676438E1
4.071582651E0,1.730291367E1,9.004903793E0,1.052935410E1,2.216633509E1
4.079577881E0,1.802570534E1,8.942723274E0,9.725902557E0,2.234930722E1
4.087590304E0,1.836960602E1,7.989042759E0,9.634061813E0,2.222796384E1
4.095586150E0,1.819001579E1,5.783207893E0,9.546785355E0,2.134158566E1
4.103582804E0,1.775030327E1,3.869750977E0,9.362483978E0,2.043781654E1
4.111640881E0,1.657905960E1,2.089729786E0,8.992234230E0,1.897610245E1
4.119672150E0,1.474558830E1,1.337294579E-1,8.661539078E0,1.710182789E1
4.127699881E0,1.418377781E1,-1.706813812E0,7.691518784E0,1.622504938E1
4.135696650E0,1.211705589E1,-3.138108730E0,6.707217216E0,1.420061734E1
4.143693420E0,1.093270111E1,-4.300526619E0,5.771743774E0,1.308936626E1
4.151709843E0,1.034937763E1,-5.343430042E0,4.348840714E0,1.243279042E1
4.159706573E0,9.957736969E0,-6.292854309E0,3.382324934E0,1.225547481E1
4.167719496E0,9.694021225E0,-6.773522377E0,3.495814800E0,1.233188445E1
4.175715458E0,9.423979759E0,-7.355988026E0,3.701534510E0,1.251492357E1
4.183712035E0,8.284299850E0,-7.748006821E0,3.973667622E0,1.201878813E1
4.191745535E0,8.119637489E0,-8.331052780E0,4.400451660E0,1.243780239E1
4.199741804E0,7.493341923E0,-9.621167183E0,4.332080364E0,1.294155908E1
4.207754689E0,7.271988869E0,-9.658003807E0,4.612387657E0,1.293958962E1
4.215793458E0,6.215783596E0,-1.027694988E1,3.277386189E0,1.244961545E1
4.223789612E0,5.823460102E0,-1.068581581E1,1.050174594E0,1.221483581E1
4.231806881E0,5.098358631E0,-1.120091438E1,-4.057999849E-1,1.231334306E1
4.239803573E0,4.064254284E0,-1.188394833E1,-9.974302053E-1,1.259925624E1
4.247832265E0,3.001644850E0,-1.245096874E1,-7.606368661E-1,1.283024017E1
4.255827650E0,2.003608704E0,-1.261006165E1,-3.830173314E-1,1.277398939E1
4.263824304E0,1.196146846E0,-1.256662083E1,-4.329574108E-1,1.263084235E1
4.271841842E0,8.020382524E-1,-1.176308060E1,-8.120166659E-1,1.181832059E1
4.279838881E0,4.429185390E-1,-1.174223328E1,-1.585532546E0,1.185707100E1
4.287853188E0,1.388610601E-1,-1.097627258E1,-1.643249273E0,1.109946442E1
4.295850034E0,1.703869104E-1,-1.061520386E1,-1.400967240E0,1.070860840E1
4.303846842E0,4.448819160E-2,-1.022002602E1,-4.606318474E-1,1.023049816E1
4.311879919E0,-1.710891724E-2,-1.004392529E1,8.389765024E-1,1.007891906E1
4.319876457E0,2.177046537E-1,-9.888946533E0,2.397999287E0,1.017787107E1
4.327890457E0,1.845527887E-1,-9.913802147E0,3.462981939E0,1.050284612E1
4.335885265E0,7.204508781E-2,-1.011581707E1,4.321890831E0,1.100062207E1
4.343879726E0,1.600768566E-1,-1.056495571E1,5.247825623E0,1.179760940E1
4.351894111E0,7.115100622E-1,-1.107545853E1,6.032133102E0,1.263165302E1
4.359888226E0,1.483620644E0,-1.176251411E1,6.602684498E0,1.357030991E1
4.367915034E0,2.407522917E0,-1.235896587E1,6.807662010E0,1.431378588E1
4.375909111E0,3.211072922E0,-1.251941299E1,6.302931786E0,1.437962587E1
4.383904342E0,3.926025391E0,-1.278708649E1,5.112906456E0,1.432009318E1
4.391920188E0,4.383882523E0,-1.326070595E1,3.722884178E0,1.445422481E1
4.399915188E0,4.842939854E0,-1.374479103E1,2.583831787E0,1.480032208E1
4.407962149E0,5.511002064E0,-1.434023094E1,1.290489435E0,1.541683269E1
4.415957688E0,5.977821350E0,-1.474738216E1,-1.459217072E-2,1.591288289E1
4.423951726E0,6.251851082E0,-1.515719509E1,-1.534296513E0,1.646755206E1
4.431980688E0,6.203924656E0,-1.531032181E1,-2.757200241E0,1.674803834E1
4.439975534E0,5.952795982E0,-1.537249374E1,-3.307978153E0,1.681344888E1
4.447990265E0,5.562235355E0,-1.548937798E1,-3.372339249E0,1.679976084E1
4.455983803E0,5.231652260E0,-1.572182655E1,-2.868659019E0,1.681592163E1
4.463977803E0,4.702580929E0,-1.603697395E1,-2.219909191E0,1.685902719E1
4.472014111E0,3.945073843E0,-1.611459160E1,-1.115042210E0,1.662789792E1
4.480007764E0,3.515583992E0,-1.603224564E1,-2.427453995E-1,1.641496745E1
4.488034111E0,3.397902250E0,-1.603834724E1,5.979216099E-1,1.640523795E1
4.496027726E0,3.462588072E0,-1.580315399E1,8.508102894E-1,1.620040340E1
4.504058995E0,3.556845903E0,-1.531472206E1,9.066531658E-1,1.574845658E1
4.512075572E0,3.687230110E0,-1.476134014E1,7.490098476E-1,1.523331364E1
4.520070687E0,3.952065229E0,-1.455822659E1,3.885667324E-1,1.509012144E1
4.528082687E0,4.190575600E0,-1.429456806E1,-2.947592735E-1,1.489907658E1
4.536077918E0,4.545637608E0,-1.380029583E1,-1.508014441E0,1.460770666E1
4.544071418E0,5.160722733E0,-1.355806923E1,-2.630675316E0,1.474363432E1
4.552110610E0,5.956490517E0,-1.369901466E1,-3.899325609E0,1.543850777E1
4.560105726E0,6.732078552E0,-1.401067162E1,-5.117254257E0,1.636478206E1
4.568119033E0,7.017995358E0,-1.312540722E1,-5.801084518E0,1.597439060E1
4.576113726E0,6.996808052E0,-1.180065155E1,-5.390172005E0,1.473990007E1
4.584107841E0,6.879554272E0,-1.110054779E1,-4.020315170E0,1.366430980E1
4.592132110E0,7.193617821E0,-1.089802456E1,-1.847735643E0,1.318822216E1
4.600162418E0,7.970415115E0,-1.107741833E1,-7.698954344E-1,1.366855709E1
4.608187149E0,8.931461334E0,-1.089234257E1,-2.856500149E-1,1.408885106E1
4.616180379E0,1.040062141E1,-1.010112572E1,5.292582512E-1,1.450812810E1
4.624174764E0,1.271269131E1,-8.904607773E0,1.781368971E0,1.562299060E1
4.632190533E0,1.472820854E1,-7.752476215E0,3.918083191E0,1.709890026E1
4.640184802E0,1.588909435E1,-6.379877090E0,7.675047874E0,1.876359536E1
4.648196841E0,1.659639740E1,-4.963044643E0,1.088718605E1,2.045979078E1
4.656190995E0,1.738192368E1,-2.980990410E0,1.397363663E1,2.250066877E1
4.664185187E0,1.723497200E1,-6.822357178E-1,1.676647758E1,2.405461444E1
4.672214687E0,1.626846504E1,1.265309334E0,1.915618324E1,2.516392893E1
4.680209571E0,1.473673630E1,3.298927307E0,2.175337410E1,2.648138219E1
4.688244994E0,1.289240456E1,5.108647346E0,2.360709763E1,2.737895965E1
4.696281648E0,1.091734314E1,6.742011070E0,2.387437820E1,2.710404083E1
4.704277071E0,8.307147026E0,8.214929581E0,2.382148743E1,2.653218843E1
4.712292802E0,6.367589474E0,9.361886978E0,2.283465767E1,2.548750114E1
4.720287225E0,4.834597588E0,1.067669487E1,2.076248550E1,2.384210459E1
4.728313956E0,3.833596230E0,1.159749222E1,1.785314941E1,2.163176437E1
4.736307917E0,2.948739529E0,1.209795380E1,1.560379601E1,1.996331637E1
4.744301840E0,1.569269538E0,1.236997795E1,1.400191498E1,1.874920223E1
4.752315802E0,6.869897842E-1,1.244585228E1,1.365632439E1,1.848962925E1
4.760308379E0,3.413856030E-1,1.195791817E1,1.389131069E1,1.833239929E1
4.768318533E0,-1.230539083E-1,1.122041035E1,1.385706902E1,1.783062288E1
4.776310609E0,-4.602589607E-1,1.038947868E1,1.370924854E1,1.720745772E1
4.784303109E0,-6.782444715E-1,9.195079803E0,1.347182846E1,1.632481762E1
4.792331725E0,-1.118121982E0,7.925638199E0,1.281203651E1,1.510676065E1
4.800325225E0,-2.091109753E0,7.141728401E0,1.161575317E1,1.379502615E1
4.808336417E0,-3.069384575E0,6.547580719E0,1.001980782E1,1.235671816E1
4.816330763E0,-3.782444477E0,6.199831963E0,8.886825562E0,1.147695391E1
4.824325302E0,-4.995206833E0,5.430399418E0,7.771449089E0,1.071619103E1
4.832340032E0,-6.161073208E0,4.668379784E0,7.099081516E0,1.049521564E1
4.840333417E0,-7.101368427E0,4.066300392E0,6.467955589E0,1.043066067E1
4.848360571E0,-7.997688293E0,3.261767864E0,5.672021866E0,1.033314955E1
4.856355109E0,-8.243171692E0,2.512041569E0,4.908619881E0,9.917397921E0
4.864349532E0,-7.701090813E0,1.900606155E0,4.357748985E0,9.050363511E0
4.872363994E0,-6.221087933E0,8.970408440E-1,3.616626263E0,7.251662076E0
4.880355840E0,-4.458160877E0,-2.715830803E-1,2.853993416E0,5.300399437E0
4.888402801E0,-2.413585424E0,-1.662060261E0,1.584448338E0,3.331413431E0
4.896397186E0,-5.641903877E0,-2.122492313E0,3.461658955E0,6.951196710E0
4.904391378E0,-4.644824505E0,-2.147195339E0,1.643637657E0,5.374605777E0
4.912424955E0,-1.178633881E1,-2.209635258E0,1.509475136E1,1.927827246E1
4.920419647E0,-7.212612152E0,-6.969780922E-1,2.989755630E0,7.838762099E0
4.928431378E0,-3.357476592E-1,-3.334505558E0,-4.243698120E0,5.407460360E0
4.936426301E0,-1.363467574E-1,-3.759892941E0,-5.931548119E0,7.024147524E0
4.944421070E0,1.253486395E0,-3.718639374E0,-6.161754608E0,7.305253369E0
4.952436763E0,2.000541925E0,-3.635516644E0,-5.719532490E0,7.066272084E0
4.960431801E0,2.092935562E0,-3.628207207E0,-4.471879005E0,6.127150124E0
4.968463839E0,2.673921824E0,-3.612462521E0,-2.928210497E0,5.364155115E0
4.976459032E0,2.653368235E0,-3.121277332E0,-7.619743347E-1,4.166934132E0
4.984488493E0,2.081196308E0,-2.355669022E0,8.485622406E-1,3.255858180E0
4.992504147E0,2.066154480E0,-2.220344543E0,1.429990768E0,3.353177273E0
5.000500532E0,3.739590406E0,-2.793890476E0,1.706596375E0,4.970194321E0
5.008517378E0,3.956544399E0,-2.895610809E0,2.597436905E0,5.548466817E0
5.016511839E0,1.234557629E0,-1.609935760E0,4.890487194E0,5.294609588E0
5.024506224E0,-1.417128563E0,-6.544842720E-1,5.878446102E0,6.082165042E0
5.032536724E0,-5.593373775E0,-2.958297729E-2,6.102634430E0,8.278215528E0
5.040533608E0,-1.137005043E1,4.538049698E-1,4.357403755E0,1.218486575E1
5.048548339E0,-1.437065315E1,1.201800346E0,1.900571823E0,1.454552059E1
5.056543839E0,-8.417244911E0,-1.145410538E-2,-1.353261948E0,8.525342280E0
5.064538262E0,-3.870824337E0,-1.179430962E0,-1.574676037E0,4.342112742E0
5.072566954E0,-5.282131433E-1,-1.756725788E0,-8.340687752E-1,2.015134075E0
5.080598262E0,2.023865223E0,-2.199715614E0,-6.985702515E-1,3.069654642E0
5.088627685E0,7.707628012E-1,-1.748442650E0,4.753837585E-1,1.969039541E0
5.096623070E0,-3.405371904E-1,-9.115276337E-1,4.246249199E-1,1.061675340E0
5.104619185E0,-2.270637274E0,2.621545792E-1,2.368941307E-1,2.297963769E0
5.112636377E0,-3.041013479E0,4.867258072E-1,5.033445358E-1,3.120580189E0
5.120633493E0,-1.340754390E0,3.160314560E-1,1.688632965E-1,1.387808714E0
5.128633031E0,1.237990856E-1,4.964261055E-1,8.259057999E-2,5.182531194E-1
5.136629416E0,5.670213699E-1,6.560578346E-1,-5.824890137E-1,1.044614076E0
5.144625685E0,7.489607334E-1,6.486001015E-1,-6.274456978E-1,1.172737130E0
5.152666493E0,3.232116699E-1,3.880887032E-1,-1.143469810E-1,5.178357434E-1
5.160660608E0,5.851304531E-2,-3.077926636E-1,6.496901512E-1,7.212887028E-1
5.168680800E0,-2.242062092E-1,-3.677062988E-1,7.532658577E-1,8.676899209E-1
5.176715954E0,-1.049836397E0,-1.003408432E-2,7.397570610E-1,1.284327705E0
5.184708300E0,-1.009094715E-2,-3.404884338E-1,4.163031578E-1,5.379056795E-1
5.192734916E0,4.956304431E-1,-1.017817020E0,3.012728691E-1,1.171480416E0
5.200729069E0,2.366182804E-1,-1.825022221E0,3.857889175E-1,1.880299818E0
5.208768262E0,-3.388377130E-1,-2.279842854E0,5.343866348E-2,2.305504310E0
