"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.580698194E0,-1.109233665E1,4.711789131E0,1.411621284E1,1.856093625E1
6.582515848E0,-8.154650688E0,5.001487255E0,1.374990082E1,1.675031269E1
6.584511194E0,-6.023811340E0,5.142745018E0,1.362300777E1,1.575818740E1
6.586511232E0,-1.328781962E0,4.924872875E0,1.319444561E1,1.414614539E1
6.588509617E0,9.481038451E-1,4.757278919E0,1.285686302E1,1.374152577E1
6.590509386E0,4.908113480E0,4.472368717E0,1.188002872E1,1.360980317E1
6.592507540E0,7.594407558E0,4.082113743E0,1.031661510E1,1.344511904E1
6.594507078E0,8.418013573E0,3.823540211E0,9.255983353E0,1.308264652E1
6.596505425E0,9.318233490E0,3.272873640E0,6.943184853E0,1.207265477E1
6.598505655E0,9.710882187E0,2.870647907E0,4.953603268E0,1.127297820E1
6.600522309E0,9.749189377E0,2.664746523E0,4.098873138E0,1.090634350E1
6.602522578E0,9.543288231E0,2.279279947E0,2.707842112E0,1.017850069E1
6.604521386E0,9.363722801E0,1.980004787E0,1.654393315E0,9.712710276E0
6.606521309E0,9.351752281E0,1.872265697E0,1.247379065E0,9.618555198E0
6.608519848E0,9.349357605E0,1.879448295E0,8.619126081E-1,9.575265368E0
6.610519925E0,9.464279175E0,1.884236693E0,1.137245774E0,9.716802775E0
6.612518309E0,9.440337181E0,1.910573006E0,1.424550056E0,9.736508520E0
6.614518232E0,9.461885452E0,1.975216389E0,2.149993181E0,9.902081941E0
6.616516155E0,9.557653427E0,2.030282974E0,2.669534922E0,1.012902783E1
6.618515540E0,9.560047150E0,2.082955360E0,2.705447912E0,1.015148526E1
6.620591617E0,9.423578262E0,2.169146776E0,2.190694571E0,9.915047539E0
6.622579886E0,9.330204010E0,2.006340981E0,1.493981838E0,9.659714940E0
6.624577848E0,9.176975250E0,1.984793186E0,1.228225470E0,9.469150782E0
6.626577348E0,8.856152534E0,2.138022184E0,9.097966552E-1,9.155889172E0
6.628575001E0,8.252813339E0,2.597708941E0,1.113303781E0,8.723328783E0
6.630574578E0,7.599195957E0,3.165134668E0,1.264138460E0,8.328499427E0
6.632572848E0,6.777985096E0,3.780444384E0,1.750161409E0,7.955872464E0
6.634572424E0,6.380547523E0,3.883395195E0,2.489969730E0,7.873505839E0
6.636570348E0,6.193799973E0,4.003105164E0,3.069366693E0,7.988054891E0
6.638569963E0,5.772420406E0,4.194641590E0,4.486733913E0,8.428916694E0
6.640583924E0,5.281609058E0,4.180276394E0,6.545747280E0,9.392385875E0
6.642583463E0,4.917690277E0,4.173093796E0,7.716512203E0,1.005698514E1
6.644581424E0,4.568136692E0,3.797203779E0,9.888052940E0,1.153517318E1
6.646580655E0,4.733336926E0,3.660734415E0,1.060870743E1,1.217990674E1
6.648578540E0,5.389348030E0,3.598485231E0,1.113782597E1,1.288585796E1
6.650577886E0,5.825092793E0,3.462015629E0,1.114022064E1,1.303923979E1
6.652576040E0,5.906495571E0,3.423708439E0,1.112106705E1,1.304939085E1
6.654575540E0,5.702988625E0,3.315969467E0,1.114740276E1,1.295315873E1
6.656573424E0,5.272032261E0,3.296815634E0,1.147540855E1,1.305175540E1
6.658573347E0,5.152322292E0,3.220201254E0,1.176510715E1,1.324136955E1
6.660644078E0,4.410119534E0,3.179499865E0,1.233253288E1,1.347774985E1
6.662632886E0,3.687070608E0,3.165134668E0,1.311783123E1,1.398892645E1
6.664630809E0,3.275267839E0,3.174711466E0,1.356554699E1,1.431189147E1
6.666629963E0,2.470816135E0,3.160346270E0,1.438436413E1,1.493327333E1
6.668628117E0,1.762132406E0,3.016694069E0,1.504516315E1,1.544546820E1
6.670627770E0,1.139639974E0,3.040636063E0,1.542584133E1,1.576390902E1
6.672625694E0,-1.340752989E-1,3.093308687E0,1.617043877E1,1.646419220E1
6.674625540E0,-7.493851185E-1,2.822763920E0,1.654872131E1,1.680445629E1
6.676623463E0,-7.541735172E-1,2.564189911E0,1.667561531E1,1.688845741E1
6.678623040E0,-5.865794420E-1,2.008735180E0,1.681447792E1,1.694419547E1
6.680691578E0,-1.412578970E-1,1.393425345E0,1.689348793E1,1.695144603E1
6.682679924E0,1.651999205E-1,1.051054597E0,1.691982269E1,1.695324178E1
6.684678501E0,8.954314590E-1,4.070142806E-1,1.688151550E1,1.691014559E1
6.686678078E0,1.745373011E0,-2.705447972E-1,1.690066910E1,1.699270836E1
6.688718578E0,2.169146776E0,-5.913678408E-1,1.689348793E1,1.704244255E1
6.690718347E0,2.837129116E0,-1.264138460E0,1.695334244E1,1.723552052E1
6.692716309E0,3.256114244E0,-1.819593310E0,1.702756310E1,1.743132539E1
6.694716155E0,3.421314240E0,-2.030282974E0,1.710417747E1,1.756076101E1
6.696714347E0,3.711012602E0,-2.341529369E0,1.726219368E1,1.781116798E1
6.698714040E0,4.120420933E0,-2.482787132E0,1.731965446E1,1.797533119E1
6.700733424E0,4.402936935E0,-2.525882721E0,1.732923126E1,1.805735843E1
6.702733424E0,5.046977043E0,-2.561795712E0,1.745851898E1,1.835305587E1
6.704731232E0,5.686229229E0,-2.427720547E0,1.762850761E1,1.868130912E1
6.706730270E0,5.947196960E0,-2.339135170E0,1.768357468E1,1.880291250E1
6.708727655E0,6.248866558E0,-2.135627985E0,1.776018906E1,1.894818080E1
6.710726424E0,6.299144745E0,-1.991975784E0,1.774342918E1,1.893347489E1
6.712723770E0,6.212953568E0,-1.649604917E0,1.761174774E1,1.874821717E1
6.714722809E0,5.832275391E0,-1.233013868E0,1.742978859E1,1.842100132E1
6.716720693E0,5.540182590E0,-9.983820915E-1,1.731486702E1,1.820700442E1
6.718720232E0,4.740519524E0,-5.027823448E-1,1.711854172E1,1.776991238E1
6.720788116E0,3.682282209E0,-1.915361360E-2,1.694137192E1,1.733694470E1
6.722777001E0,3.100491285E0,1.939303428E-1,1.685996819E1,1.714377970E1
6.724775386E0,1.893813491E0,5.698199868E-1,1.666843224E1,1.678534651E1
6.726774539E0,8.475474119E-1,9.074024558E-1,1.627578354E1,1.632307709E1
6.728772232E0,4.477157295E-1,1.036689281E0,1.611537170E1,1.615488716E1
6.730771347E0,-3.591302633E-1,1.237802267E0,1.563892555E1,1.569194448E1
6.732769116E0,-1.072602391E0,1.395819545E0,1.499727917E1,1.510023743E1
6.734768463E0,-1.364694953E0,1.422155857E0,1.468842697E1,1.482008119E1
6.736766155E0,-1.668758631E0,1.364694953E0,1.410184765E1,1.426566699E1
6.738765309E0,-1.702277422E0,1.273715258E0,1.346977901E1,1.363653349E1
6.740783770E0,-1.714248419E0,1.206677675E0,1.318726254E1,1.335285033E1
6.742782924E0,-1.654393315E0,1.048660398E0,1.263659668E1,1.278750490E1
6.744781155E0,-1.505952835E0,9.289502501E-1,1.208832455E1,1.221713685E1
6.746780616E0,-1.414973259E0,8.834604025E-1,1.181059742E1,1.192781887E1
6.748778501E0,-1.225831270E0,7.924807668E-1,1.128147888E1,1.137551994E1
6.750778309E0,-9.481038451E-1,7.374141216E-1,1.088404083E1,1.095011531E1
6.752776424E0,-7.565677166E-1,6.703764796E-1,1.069011021E1,1.073779566E1
6.754775924E0,-3.782838583E-1,6.631938815E-1,1.023760605E1,1.026603635E1
6.756773770E0,-4.309562966E-2,8.164227605E-1,9.732429504E0,9.766708116E0
6.758773078E0,1.053448766E-1,9.097966552E-1,9.497797966E0,9.541854835E0
6.760969809E0,2.801215947E-1,1.055842996E0,9.117119789E0,9.182327907E0
6.762787270E0,3.687070608E-1,1.127668977E0,8.911218643E0,8.989849828E0
6.764781693E0,3.974374831E-1,1.244984865E0,8.856152534E0,8.952060186E0
6.766780424E0,3.399766386E-1,1.316810966E0,8.729259491E0,8.834565439E0
6.768777847E0,2.896983922E-1,1.357512355E0,8.702922821E0,8.812924065E0
6.770776847E0,4.309562966E-2,1.455674648E0,8.595184326E0,8.717685445E0
6.772774578E0,-3.160346150E-1,1.517923832E0,8.650250435E0,8.788105781E0
6.774773924E0,-4.740519226E-1,1.520318031E0,8.700529099E0,8.845072003E0
6.776772155E0,-6.919242740E-1,1.510741234E0,8.820239067E0,8.975395004E0
6.778771232E0,-8.116343617E-1,1.513135433E0,8.942343712E0,9.105703720E0
6.780845039E0,-8.523358107E-1,1.482010841E0,8.978256226E0,9.139579712E0
6.782833924E0,-8.499416113E-1,1.467645645E0,8.973467827E0,9.132333181E0
6.784831924E0,-8.667010069E-1,1.436521053E0,8.930372238E0,9.086600667E0
6.786831770E0,-8.786720037E-1,1.431732655E0,8.906430244E0,9.063466367E0
6.788829655E0,-8.451532125E-1,1.417367458E0,8.803479195E0,8.956810838E0
6.790829039E0,-7.613561153E-1,1.364694953E0,8.714894295E0,8.853893947E0
6.792827116E0,-6.751648784E-1,1.321599364E0,8.645462036E0,8.771914632E0
6.794826962E0,-5.530605912E-1,1.218648672E0,8.676587105E0,8.779188140E0
6.796824962E0,-4.955997467E-1,1.122880578E0,8.774748802E0,8.860174741E0
6.798824616E0,-4.955997467E-1,1.072602391E0,8.892065048E0,8.970223844E0
6.800895962E0,-4.189853072E-1,1.005564690E0,9.021351814E0,9.086886023E0
6.802884385E0,-4.118026793E-1,9.337386489E-1,9.136273384E0,9.193092008E0
6.804882847E0,-3.950432837E-1,8.930372596E-1,9.229647636E0,9.281162117E0
6.806882308E0,-2.873041928E-1,8.403648138E-1,9.404424667E0,9.446266990E0
6.808880231E0,-2.322375625E-1,8.020575643E-1,9.555258751E0,9.591673494E0
6.810879924E0,-2.442085743E-1,7.757213712E-1,9.670180321E0,9.704317024E0
6.812878039E0,-4.094084799E-1,7.685387731E-1,9.933543205E0,9.971637165E0
6.814877655E0,-5.698199868E-1,8.236053586E-1,1.017775154E1,1.022690799E1
6.816875693E0,-6.081272364E-1,8.619126081E-1,1.025436592E1,1.030847867E1
6.818874962E0,-6.512228847E-1,9.696516991E-1,1.041717148E1,1.048245092E1
6.821072808E0,-5.889736414E-1,1.094150186E0,1.049378586E1,1.056709971E1
6.822890501E0,-5.195417404E-1,1.165976286E0,1.053209305E1,1.060916624E1
6.824884962E0,-3.447650373E-1,1.285686255E0,1.070926380E1,1.079167194E1
6.826884578E0,-1.436520964E-1,1.359906554E0,1.098699188E1,1.107176465E1
6.828882308E0,-4.548983276E-2,1.544260144E0,1.109233665E1,1.119940807E1
6.830881539E0,1.101332754E-1,1.690306425E0,1.122641182E1,1.135348350E1
6.832879654E0,1.244984865E-1,1.738190413E0,1.128626728E1,1.142001029E1
6.834878924E0,1.939303428E-1,1.920149803E0,1.139400578E1,1.155629490E1
6.836876616E0,4.118026793E-1,2.039859772E0,1.146343803E1,1.165079486E1
6.838875616E0,5.003881454E-1,2.059013367E0,1.153047562E1,1.172355715E1
6.840899462E0,6.200982332E-1,2.039859772E0,1.169328117E1,1.188605798E1
6.842898654E0,8.212111592E-1,2.003946781E0,1.187763500E1,1.207345865E1
6.844896270E0,9.983820915E-1,1.977610588E0,1.194946098E1,1.215307896E1
6.846895539E0,1.285686255E0,1.936909199E0,1.206917095E1,1.229103307E1
6.849088231E0,1.352723956E0,1.848323703E0,1.226549530E1,1.247752129E1
6.850956539E0,1.398213744E0,1.812410712E0,1.238041687E1,1.259025640E1
6.852950885E0,1.462857246E0,1.745373011E0,1.256716442E1,1.277184011E1
6.854950077E0,1.544260144E0,1.690306425E0,1.264377880E1,1.284939756E1
6.856947539E0,1.546654344E0,1.663970232E0,1.270123959E1,1.290280681E1
6.858946577E0,1.498770237E0,1.565807939E0,1.293108368E1,1.311148321E1
6.861016962E0,1.534683347E0,1.534683347E0,1.304121685E1,1.322058406E1
6.863004693E0,1.577778935E0,1.541865945E0,1.304600525E1,1.323121272E1
6.865001847E0,1.498770237E0,1.534683347E0,1.304839897E1,1.322355024E1
6.867000577E0,1.233013868E0,1.486799240E0,1.305318737E1,1.319532477E1
6.868997962E0,1.098938584E0,1.472434044E0,1.307712936E1,1.320556854E1
6.870996847E0,1.029506683E0,1.508347034E0,1.302206326E1,1.314949148E1
6.872994577E0,9.672574997E-1,1.572990537E0,1.293826580E1,1.306937673E1
6.874994385E0,9.385270476E-1,1.599326730E0,1.285925770E1,1.299227415E1
6.876992308E0,9.265560508E-1,1.692700624E0,1.257913589E1,1.272628781E1
6.878991808E0,8.643068075E-1,1.764526606E0,1.232056236E1,1.247625093E1
6.881008039E0,8.307880163E-1,1.802833915E0,1.218648624E1,1.234709949E1
6.883007654E0,7.254431248E-1,1.865083098E0,1.189200020E1,1.205920691E1
6.885005847E0,6.799532771E-1,1.896207690E0,1.171482849E1,1.188676351E1
6.887005347E0,6.823474765E-1,1.912967205E0,1.160469532E1,1.178108633E1
6.889003077E0,6.057330370E-1,1.912967205E0,1.140837097E1,1.158349189E1
6.891002231E0,5.123591423E-1,1.912967205E0,1.122401714E1,1.139739077E1
6.893000116E0,4.812345505E-1,1.889025092E0,1.114979744E1,1.131892157E1
6.894999077E0,4.285621047E-1,1.810016513E0,1.091755962E1,1.107487848E1
6.896997116E0,3.543418646E-1,1.783680320E0,1.080982113E1,1.096172005E1
6.898996616E0,2.370259613E-1,1.738190413E0,1.062786102E1,1.077167198E1
6.901067039E0,1.125274822E-1,1.635239720E0,1.048660374E1,1.061393091E1
6.903054847E0,2.873042040E-2,1.606509328E0,1.044350815E1,1.056638822E1
6.905052654E0,-8.619125932E-2,1.563413739E0,1.035971069E1,1.047737072E1
6.907051693E0,-1.221042871E-1,1.455674648E0,1.028309631E1,1.038633564E1
6.909049077E0,-7.422025502E-2,1.419761658E0,1.025436592E1,1.035245151E1
6.911048423E0,-9.337386489E-2,1.343147159E0,1.020408726E1,1.029252932E1
6.913045962E0,-2.298433632E-1,1.273715258E0,1.015380955E1,1.023596731E1
6.915044846E0,-3.160346150E-1,1.225831270E0,1.015380955E1,1.023241851E1
6.917042270E0,-4.285621047E-1,1.194706678E0,1.014662647E1,1.022570380E1
6.919041308E0,-4.668693244E-1,1.180341482E0,1.017775154E1,1.025659785E1
6.921118231E0,-4.836287498E-1,1.163581967E0,1.021845245E1,1.029585306E1
6.923106231E0,-5.722141862E-1,1.173158884E0,1.034295177E1,1.042498836E1
6.925103462E0,-6.057330370E-1,1.125274777E0,1.050096893E1,1.057844527E1
6.927102269E0,-5.865794420E-1,1.079784989E0,1.058237171E1,1.065347840E1
6.929099116E0,-6.392518282E-1,9.816226959E-1,1.073081207E1,1.079456130E1
6.931098231E0,-7.829039693E-1,9.145850539E-1,1.086967564E1,1.093614433E1
6.933095539E0,-9.145850539E-1,8.403648138E-1,1.094868469E1,1.101890990E1
6.935094577E0,-1.089361787E0,7.062895298E-1,1.099417400E1,1.107056530E1
6.937092116E0,-1.218648672E0,5.889736414E-1,1.099178028E1,1.107480150E1
6.939091154E0,-1.326387763E0,5.051765442E-1,1.098220348E1,1.107354059E1
6.941126769E0,-1.465251446E0,4.237737060E-1,1.094389629E1,1.104967927E1
6.943126385E0,-1.522712231E0,4.812345505E-1,1.097023201E1,1.108585719E1
6.945124231E0,-1.592144132E0,4.596867263E-1,1.099656868E1,1.112073548E1
6.947123692E0,-1.654393315E0,4.070142806E-1,1.101572227E1,1.114669525E1
6.949121154E0,-1.687912226E0,4.070142806E-1,1.104205799E1,1.117773470E1
6.951120808E0,-1.692700624E0,4.453215301E-1,1.105402946E1,1.119174312E1
6.953118346E0,-1.515529633E0,5.817909837E-1,1.107078838E1,1.118917630E1
6.955117385E0,-1.192312479E0,6.584054828E-1,1.108754826E1,1.117089223E1
6.957114769E0,-9.935936928E-1,7.781155705E-1,1.108515358E1,1.115676128E1
6.959114154E0,-6.033388376E-1,8.523358107E-1,1.108994198E1,1.113899938E1
6.961200346E0,-2.178723514E-1,9.241618514E-1,1.108754826E1,1.112812966E1
6.963188885E0,1.436521020E-2,9.864110947E-1,1.109712505E1,1.114088855E1
6.965186539E0,5.434837937E-1,1.134851575E0,1.114261436E1,1.121343469E1
6.967185731E0,8.092401624E-1,1.201889277E0,1.118331623E1,1.127678897E1
6.969183385E0,1.347935557E0,1.288080573E0,1.126711273E1,1.142032885E1
6.971182654E0,1.759738207E0,1.367089152E0,1.135091019E1,1.156757422E1
6.973180539E0,1.922544003E0,1.398213744E0,1.138203526E1,1.162763534E1
6.975180154E0,2.145204782E0,1.441309452E0,1.145625496E1,1.174414979E1
6.977177923E0,2.219424963E0,1.467645645E0,1.145625496E1,1.176119078E1
6.979177500E0,2.195482969E0,1.470039845E0,1.145625496E1,1.175699538E1
6.981377808E0,2.085349798E0,1.508347034E0,1.141794777E1,1.170441480E1
6.983246923E0,2.042253971E0,1.458068848E0,1.137964058E1,1.165302475E1
6.985241769E0,2.042253971E0,1.407790542E0,1.136767006E1,1.163514495E1
6.987240923E0,1.975216389E0,1.290474772E0,1.132217979E1,1.156540359E1
6.989238269E0,1.843535304E0,1.161187768E0,1.124077702E1,1.144998023E1
6.991238423E0,1.812410712E0,1.139639974E0,1.118331623E1,1.138640302E1
6.993236692E0,1.836352706E0,1.103726983E0,1.111867237E1,1.132321862E1
6.995236615E0,1.857900500E0,1.036689281E0,1.097980881E1,1.118403864E1
6.997234654E0,1.891419291E0,9.864110947E-1,1.086967564E1,1.107701775E1
6.999234654E0,1.884236693E0,9.002198577E-1,1.067095661E1,1.087336465E1
7.001441654E0,1.817199111E0,8.140285611E-1,1.054645824E1,1.073278326E1
7.003259115E0,1.766920805E0,7.733271718E-1,1.044829655E1,1.062482681E1
7.005253846E0,1.613691926E0,7.278373241E-1,1.028309631E1,1.043435760E1
7.007252923E0,1.544260144E0,7.924807668E-1,1.014183807E1,1.028929758E1
7.009444885E0,1.563413739E0,8.307880163E-1,1.010592556E1,1.025983444E1
7.011313846E0,1.565807939E0,9.169792533E-1,1.002452278E1,1.018742668E1
7.013308808E0,1.505952835E0,1.022324085E0,1.009395409E1,1.025675141E1
7.015308038E0,1.453280449E0,1.072602391E0,1.011071396E1,1.027078559E1
7.017305808E0,1.364694953E0,1.175553083E0,1.017296314E1,1.033119047E1
7.019304500E0,1.256955862E0,1.292868972E0,1.028549004E1,1.044235383E1
7.021384308E0,1.192312479E0,1.347935557E0,1.030943298E1,1.046532120E1
7.023371885E0,1.067813993E0,1.417367458E0,1.037647057E1,1.052712205E1
7.025369385E0,8.283938169E-1,1.446097851E0,1.056800652E1,1.069860725E1
7.027369115E0,7.206547260E-1,1.424550056E0,1.066137981E1,1.078024608E1
7.029366731E0,6.057330370E-1,1.417367458E0,1.082897472E1,1.093812308E1
7.031365923E0,5.003881454E-1,1.414973259E0,1.106839466E1,1.116968657E1
7.033363346E0,4.285621047E-1,1.347935557E0,1.117613316E1,1.126528065E1
7.035363038E0,2.681505978E-1,1.249773264E0,1.128866100E1,1.136079686E1
7.037360231E0,2.394201756E-1,1.223437071E0,1.128866100E1,1.135728786E1
7.039359923E0,1.819593310E-1,1.170764685E0,1.121683502E1,1.127923699E1
7.041446961E0,1.675941199E-1,1.043871999E0,1.117373943E1,1.122364511E1
7.043435538E0,2.418143749E-1,9.672574997E-1,1.112106705E1,1.116567031E1
7.045433115E0,3.303998411E-1,8.499416113E-1,1.091995430E1,1.095796362E1
7.047432384E0,4.860229492E-1,7.445967197E-1,1.072841740E1,1.076520239E1
7.049430115E0,5.027823448E-1,7.086837292E-1,1.066856289E1,1.070388980E1
7.051429346E0,4.812345505E-1,6.703764796E-1,1.054406452E1,1.057630786E1
7.053427423E0,4.237737060E-1,7.206547260E-1,1.037647057E1,1.041009456E1
7.055426807E0,3.687070608E-1,7.398083210E-1,1.026394272E1,1.029717347E1
7.057424846E0,2.681505978E-1,7.517793179E-1,1.002212811E1,1.005386138E1
7.059424423E0,3.782838583E-1,7.134721279E-1,9.852140427E0,9.885181442E0
7.061642769E0,6.631938815E-1,7.158663273E-1,9.634267807E0,9.683563750E0
7.063461077E0,8.020575643E-1,7.445967197E-1,9.519346237E0,9.582049540E0
7.065455961E0,1.007958889E0,8.523358107E-1,9.270348549E0,9.363857094E0
7.067456000E0,1.086967587E0,9.337386489E-1,9.136273384E0,9.247965060E0
7.069454038E0,1.249773264E0,1.074996591E0,8.918401718E0,9.069478490E0
7.071453615E0,1.391031146E0,1.149216771E0,8.688557625E0,8.873933763E0
7.073450961E0,1.496376038E0,1.209071875E0,8.566453934E0,8.779813725E0
7.075451000E0,1.587355733E0,1.264138460E0,8.295908928E0,8.540482961E0
7.077449077E0,1.625662923E0,1.295263171E0,8.044517517E0,8.308715226E0
7.079448692E0,1.668758631E0,1.302445769E0,7.920019150E0,8.198037795E0
7.081464538E0,1.805228114E0,1.350329757E0,7.702147007E0,8.025291740E0
7.083464423E0,1.924938202E0,1.388636947E0,7.503427982E0,7.869887619E0
7.085462423E0,1.968033791E0,1.407790542E0,7.410054207E0,7.795122485E0
7.087462115E0,2.018311977E0,1.407790542E0,7.206547260E0,7.615102157E0
7.089460384E0,2.090138197E0,1.417367458E0,7.036558628E0,7.476012675E0
7.091460000E0,2.121262789E0,1.438915253E0,6.971915245E0,7.428178452E0
7.093458461E0,2.157175779E0,1.462857246E0,6.854599476E0,7.333409346E0
7.095458269E0,2.243366957E0,1.460463047E0,6.809109688E0,7.316394081E0
7.097456577E0,2.291250944E0,1.541865945E0,6.737283707E0,7.281357925E0
7.099456384E0,2.284068346E0,1.647210717E0,6.667851925E0,7.238129637E0
7.101529115E0,2.267308950E0,1.704671621E0,6.701370716E0,7.277016194E0
7.103518077E0,2.308010340E0,1.731007814E0,6.770802498E0,7.359827868E0
7.105516615E0,2.470816135E0,1.649604917E0,6.895300865E0,7.508082497E0
7.107516577E0,2.552218914E0,1.608903527E0,6.914454460E0,7.544009042E0
7.109514500E0,2.655169725E0,1.575384736E0,6.825869083E0,7.491612115E0
7.111514192E0,2.722207308E0,1.565807939E0,6.766014099E0,7.459297146E0
7.113511961E0,2.743755102E0,1.551442742E0,6.780379295E0,7.477212718E0
7.115511692E0,2.810792685E0,1.539471745E0,6.883329868E0,7.592809681E0
7.117510038E0,2.846705914E0,1.575384736E0,7.024587631E0,7.741472923E0
7.119509769E0,2.868253708E0,1.580173135E0,7.089231014E0,7.809034693E0
7.121525000E0,2.868253708E0,1.587355733E0,7.208941460E0,7.919306442E0
7.123524653E0,2.767697096E0,1.534683347E0,7.350199223E0,8.002551393E0
7.125522730E0,2.700659513E0,1.486799240E0,7.433996201E0,8.047883778E0
7.127521961E0,2.530671120E0,1.364694953E0,7.615955830E0,8.140606355E0
7.129519730E0,2.415749550E0,1.261744261E0,7.824251175E0,8.285333482E0
7.131519230E0,2.363077164E0,1.216254473E0,7.924807549E0,8.358587399E0
7.133516884E0,2.190694571E0,1.149216771E0,8.099584579E0,8.468949891E0
7.135516384E0,1.970427990E0,1.098938584E0,8.298302650E0,8.599539485E0
7.137513961E0,1.857900500E0,1.074996591E0,8.432378769E0,8.701288620E0
7.139513461E0,1.640028119E0,1.082179189E0,8.678980827E0,8.898624176E0
7.141595653E0,1.441309452E0,1.134851575E0,8.848969460E0,9.037119095E0
7.143584115E0,1.347935557E0,1.139639974E0,8.918401718E0,9.091402463E0
7.145581769E0,1.244984865E0,1.163581967E0,9.090784073E0,9.249122411E0
7.147581923E0,1.177947283E0,1.233013868E0,9.320627213E0,9.475335067E0
7.149580115E0,1.156399369E0,1.230619669E0,9.454702377E0,9.604326177E0
7.151579846E0,1.158793569E0,1.189918280E0,9.710882187E0,9.851900370E0
7.153577807E0,1.165976286E0,1.106121182E0,9.974244118E0,1.010289812E1
7.155577115E0,1.180341482E0,1.055842996E0,1.010592556E1,1.022925911E1
7.157574807E0,1.189918280E0,9.313444495E-1,1.024478912E1,1.035562708E1
7.159574230E0,1.084573388E0,9.074024558E-1,1.035252857E1,1.044866147E1
7.161642307E0,9.959878922E-1,8.499416113E-1,1.057758331E1,1.065831419E1
7.163630307E0,6.967126727E-1,8.164227605E-1,1.077390766E1,1.082723607E1
7.165628384E0,3.615244627E-1,8.307880163E-1,1.090798283E1,1.094554695E1
7.167628153E0,2.825157940E-1,8.834604025E-1,1.120007515E1,1.123841629E1
7.169669076E0,2.657563984E-1,9.074024558E-1,1.144428444E1,1.148327706E1
7.171668499E0,1.867477298E-1,9.265560508E-1,1.150892735E1,1.154767463E1
7.173666384E0,1.244984865E-1,9.576807022E-1,1.159033012E1,1.163049460E1
7.175665807E0,3.112462163E-2,9.409212470E-1,1.160230160E1,1.164043401E1
7.177663461E0,-3.591302410E-2,9.145850539E-1,1.159272480E1,1.162880148E1
7.179662999E0,-4.309562966E-2,8.547300100E-1,1.168609810E1,1.171739346E1
7.181690115E0,2.633621916E-2,7.422025204E-1,1.182496262E1,1.184826144E1
7.183689538E0,6.943184882E-2,6.847416759E-1,1.186805820E1,1.188799804E1
7.185687230E0,1.651999205E-1,5.386953950E-1,1.196621990E1,1.197947839E1
7.187687076E0,2.825157940E-1,4.692635238E-1,1.214817905E1,1.216052128E1
7.189684999E0,3.232172430E-1,4.357447028E-1,1.227986050E1,1.229183943E1
7.191684461E0,3.830722570E-1,4.022258818E-1,1.248097324E1,1.249332714E1
7.193682499E0,3.974374831E-1,3.950432837E-1,1.268448067E1,1.269685258E1
7.195682384E0,3.806780577E-1,3.711012602E-1,1.280419064E1,1.281522258E1
7.197680345E0,3.615244627E-1,3.351882398E-1,1.304600525E1,1.305531708E1
7.199680192E0,3.758896589E-1,3.327940404E-1,1.312980175E1,1.313939644E1
7.201748653E0,4.118026793E-1,3.232172430E-1,1.317050362E1,1.318090347E1
7.203736999E0,4.884171486E-1,3.136404157E-1,1.321599293E1,1.322873353E1
7.205735384E0,7.829039693E-1,2.681505978E-1,1.335006905E1,1.337569388E1
7.207734884E0,6.703764796E-1,2.442085743E-1,1.338119316E1,1.340020048E1
7.209732499E0,2.082955539E-1,3.687070608E-1,1.339316463E1,1.339985787E1
7.211731922E0,-4.788403213E-2,5.363011956E-1,1.343865395E1,1.344943611E1
7.213729768E0,-8.858546615E-2,5.841852427E-1,1.340034676E1,1.341336695E1
7.215729038E0,-1.173158810E-1,6.153098345E-1,1.340752983E1,1.342215427E1
7.217726768E0,-1.651999205E-1,6.847416759E-1,1.338598156E1,1.340450165E1
7.219726961E0,-1.628057212E-1,7.038952708E-1,1.334767437E1,1.336721307E1
7.221748499E0,-1.436520964E-1,7.326257229E-1,1.329500198E1,1.331594736E1
7.223748461E0,-9.097966552E-2,7.637503147E-1,1.318965721E1,1.321206453E1
7.225746345E0,-9.337386489E-2,7.900865674E-1,1.315374374E1,1.317778168E1
7.227746307E0,-1.747767180E-1,8.475474119E-1,1.306994724E1,1.309856498E1
7.229744422E0,-2.513911724E-1,9.002198577E-1,1.297417927E1,1.300780231E1
7.231744268E0,-2.705447972E-1,9.792284966E-1,1.286883450E1,1.290887231E1
7.233742461E0,-2.489969730E-1,9.888052940E-1,1.278024864E1,1.282086154E1
7.235741807E0,-2.011129409E-1,1.015141487E0,1.269884586E1,1.274094364E1
7.237739807E0,-1.675941236E-2,1.027112484E0,1.245703125E1,1.249931472E1
7.239739384E0,1.628057212E-1,1.074996591E0,1.221761131E1,1.226589375E1
7.241934730E0,2.801215947E-1,1.228225470E0,1.197100830E1,1.203711118E1
7.243752038E0,3.088520169E-1,1.323993564E0,1.185369301E1,1.193140337E1
7.245746845E0,3.615244627E-1,1.482010841E0,1.166694450E1,1.176625047E1
7.247746384E0,3.974374831E-1,1.534683347E0,1.157117653E1,1.167926949E1
7.249744384E0,4.237737060E-1,1.594538331E0,1.139640045E1,1.151521081E1
7.251743807E0,4.165911078E-1,1.637633920E0,1.113543224E1,1.126291455E1
7.253741730E0,3.806780577E-1,1.656787634E0,1.099656868E1,1.112719119E1
7.255741153E0,3.208230138E-1,1.618480325E0,1.074278259E1,1.086875263E1
