"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.995507519E0,1.097741508E1,7.129932880E0,2.579273415E1,2.892412003E1
1.997505865E0,1.015141487E1,8.995016098E0,2.635297775E1,2.963850494E1
1.999505481E0,9.835380554E0,9.883264542E0,2.661873436E1,3.004947000E1
2.001503404E0,9.411606789E0,1.149695683E1,2.711912346E1,3.092256807E1
2.003503134E0,9.188945770E0,1.277067184E1,2.758838654E1,3.175918537E1
2.005501134E0,9.169792175E0,1.328303146E1,2.781104660E1,3.215553337E1
2.007500442E0,9.289502144E0,1.412339592E1,2.815102386E1,3.283664579E1
2.009498981E0,9.696516991E0,1.473152351E1,2.808877373E1,3.316654092E1
2.011498865E0,9.921571732E0,1.486799240E1,2.822045517E1,3.340492290E1
2.013658557E0,1.045069027E1,1.486320400E1,2.854127884E1,3.383395274E1
2.015538134E0,1.118331623E1,1.461420727E1,2.897941780E1,3.432853437E1
2.017533019E0,1.162624359E1,1.446816063E1,2.921165466E1,3.460950708E1
2.019532442E0,1.263420200E1,1.424550056E1,2.946304703E1,3.508031480E1
2.021530673E0,1.374750614E1,1.412578964E1,2.946544075E1,3.545058613E1
2.023530134E0,1.429817295E1,1.408748245E1,2.938164330E1,3.558336513E1
2.025527981E0,1.532767963E1,1.396537876E1,2.907757950E1,3.571379560E1
2.027527327E0,1.621353340E1,1.389115810E1,2.856761551E1,3.566443039E1
2.029524942E0,1.657505798E1,1.367089176E1,2.822524452E1,3.547238725E1
2.031524365E0,1.722628212E1,1.331894398E1,2.737769699E1,3.498110000E1
2.033541865E0,1.752316284E1,1.311304283E1,2.687491417E1,3.465940190E1
2.035541173E0,1.806904030E1,1.267729759E1,2.578794670E1,3.394439993E1
2.037539134E0,1.848802567E1,1.230380249E1,2.464351845E1,3.317368913E1
2.039538173E0,1.864364815E1,1.214578533E1,2.405693817E1,3.276952840E1
2.041536057E0,1.882321358E1,1.187284660E1,2.286941528E1,3.191062537E1
2.043535288E0,1.880884933E1,1.166933918E1,2.171301460E1,3.100647180E1
2.045532827E0,1.875138855E1,1.158793640E1,2.113601303E1,3.053892417E1
2.047532403E0,1.863886070E1,1.146822643E1,2.000355530E1,2.964910741E1
2.049530788E0,1.848084259E1,1.138203526E1,1.897644234E1,2.883049832E1
2.051530211E0,1.837549782E1,1.133415127E1,1.853351593E1,2.845370130E1
2.053549827E0,1.809537697E1,1.125035381E1,1.779849625E1,2.776327785E1
2.055549173E0,1.767160225E1,1.120246983E1,1.731965446E1,2.716157740E1
2.057547057E0,1.739626884E1,1.119528675E1,1.718557930E1,2.689439999E1
2.059546365E0,1.671870995E1,1.119289303E1,1.712093544E1,2.641822377E1
2.061544134E0,1.585440350E1,1.125274754E1,1.732923126E1,2.604397615E1
2.063543096E0,1.539471722E1,1.130063248E1,1.752795029E1,2.592162522E1
2.065540788E0,1.437239265E1,1.144907284E1,1.812889481E1,2.581286048E1
2.067539826E0,1.327105999E1,1.166694450E1,1.890461731E1,2.587707833E1
2.069537596E0,1.270363426E1,1.180580902E1,1.934993744E1,2.598421692E1
2.071536711E0,1.156159973E1,1.214099693E1,2.032677269E1,2.634866378E1
2.073568134E0,1.039322948E1,1.247857952E1,2.134909630E1,2.682383415E1
2.075567480E0,9.806650162E0,1.266053867E1,2.184708977E1,2.708791166E1
2.077565211E0,8.592789650E0,1.303882217E1,2.288138580E1,2.770207093E1
2.079564826E0,7.338228226E0,1.322796440E1,2.389413261E1,2.827999662E1
2.081571326E0,6.706159115E0,1.360145950E1,2.436818504E1,2.870158032E1
2.083570865E0,5.437232018E0,1.404199314E1,2.521812630E1,2.937166930E1
2.085569211E0,4.797980309E0,1.428859615E1,2.558683395E1,2.969630729E1
2.087568634E0,3.794809580E0,1.513614273E1,2.573527336E1,3.009663921E1
2.089566788E0,2.609679937E0,1.589271069E1,2.558922768E1,3.023569505E1
2.091566211E0,1.838746905E0,1.609621811E1,2.571851540E1,3.039590864E1
2.093584557E0,3.423708379E-1,1.625902367E1,2.609679794E1,3.074924278E1
2.095584096E0,-1.022324085E0,1.623029327E1,2.647747612E1,3.107288702E1
2.097582173E0,-1.654393315E0,1.619677544E1,2.662352371E1,3.120712365E1
2.099581673E0,-2.770091295E0,1.617522621E1,2.683181763E1,3.145246868E1
2.101579557E0,-3.746925592E0,1.617761993E1,2.689885521E1,3.161175809E1
2.103578557E0,-4.187458992E0,1.618959236E1,2.689646149E1,3.167108072E1
2.105576134E0,-4.912901878E0,1.623508263E1,2.671210861E1,3.164255456E1
2.107575365E0,-5.485116005E0,1.632127380E1,2.634100723E1,3.146933648E1
2.109572903E0,-5.702988625E0,1.633085060E1,2.608243370E1,3.129719010E1
2.111572211E0,-6.035782337E0,1.626381302E1,2.552219009E1,3.085975485E1
2.113588672E0,-6.160281181E0,1.600763321E1,2.492603302E1,3.025723892E1
2.115587749E0,-6.129156113E0,1.580173111E1,2.464112473E1,2.990729490E1
2.117585096E0,-5.928043365E0,1.531810284E1,2.407609177E1,2.914522546E1
2.119583980E0,-5.547365189E0,1.471236992E1,2.353260803E1,2.830213296E1
2.121581172E0,-5.305551052E0,1.439154625E1,2.325727463E1,2.785976128E1
2.123580365E0,-4.833893299E0,1.373792934E1,2.280237770E1,2.705634225E1
2.125577749E0,-4.388571739E0,1.306515884E1,2.244324684E1,2.633737394E1
2.127577519E0,-4.158728123E0,1.271560478E1,2.229720116E1,2.600282300E1
2.129583365E0,-3.670311213E0,1.202368069E1,2.202904892E1,2.536373549E1
2.131582749E0,-3.100491285E0,1.168130970E1,2.174653435E1,2.487926443E1
2.133617442E0,-2.765302896E0,1.100853920E1,2.159809303E1,2.439902576E1
2.135616711E0,-2.030282974E0,1.039083576E1,2.133473206E1,2.381726913E1
2.137614095E0,-1.235408068E0,1.011789608E1,2.123178101E1,2.355178505E1
2.139612826E0,-8.571242094E-1,9.677363396E0,2.113840675E1,2.326409818E1
2.141610172E0,-1.173158810E-1,9.394847870E0,2.116713715E1,2.315868357E1
2.143609172E0,2.106897533E-1,9.303867340E0,2.123178101E1,2.318177867E1
2.145606634E0,7.637503147E-1,9.188945770E0,2.143528748E1,2.333434353E1
2.147605672E0,1.151610970E0,9.133879662E0,2.175132179E1,2.361935573E1
2.149603057E0,1.288080573E0,9.114726067E0,2.192131042E1,2.377564370E1
2.151602249E0,1.458068848E0,9.033323288E0,2.228283501E1,2.408841278E1
2.153617518E0,1.527500629E0,8.904036522E0,2.276407051E1,2.449118272E1
2.155616403E0,1.558625340E0,8.825027466E0,2.303940201E1,2.472093177E1
2.157613788E0,1.606509328E0,8.616731644E0,2.358767509E1,2.516361168E1
2.159613249E0,1.616086125E0,8.353369713E0,2.411200523E1,2.556910863E1
2.161610903E0,1.618480325E0,8.212111473E0,2.434663773E1,2.574523299E1
2.163610172E0,1.623268723E0,8.037335396E0,2.468661308E1,2.601273971E1
2.165608095E0,1.838746905E0,8.116343498E0,2.432748413E1,2.571152477E1
2.167607326E0,1.774103403E0,8.097189903E0,2.424608040E1,2.562390177E1
2.169604980E0,1.424550056E0,7.876923561E0,2.429635811E1,2.558101415E1
2.171604172E0,1.022324085E0,7.484274387E0,2.439452171E1,2.553727079E1
2.173771288E0,7.589619160E-1,7.297526836E0,2.442085648E1,2.549917944E1
2.175640018E0,1.149216816E-1,7.003039837E0,2.437536812E1,2.536167078E1
2.177642634E0,-5.363011956E-1,6.828263283E0,2.409764099E1,2.505212765E1
2.179641518E0,-8.331822157E-1,6.773196697E0,2.382709503E1,2.478509318E1
2.181647172E0,-1.462857246E0,6.713341713E0,2.313756561E1,2.413619379E1
2.183645980E0,-2.145204782E0,6.687005520E0,2.227804756E1,2.335871036E1
2.185643326E0,-2.482787132E0,6.663063526E0,2.180160141E1,2.293186585E1
2.187642057E0,-3.134010077E0,6.603208065E0,2.082237244E1,2.206797611E1
2.189639480E0,-3.785232782E0,6.581660271E0,2.031958961E1,2.169174869E1
2.191637864E0,-4.108449936E0,6.526593685E0,1.936909103E1,2.084796090E1
2.193787749E0,-4.673481941E0,6.440402508E0,1.846887207E1,2.011018283E1
2.195666095E0,-4.920084476E0,6.385335922E0,1.807861710E1,1.979434622E1
2.197659864E0,-5.372588634E0,6.153098583E0,1.745372963E1,1.927065149E1
2.199658903E0,-5.729324818E0,5.817910194E0,1.697249603E1,1.883451256E1
2.201656364E0,-5.868188381E0,5.626373768E0,1.675941277E1,1.862712090E1
2.203655057E0,-6.095637321E0,5.224148273E0,1.637873459E1,1.824038010E1
2.205651826E0,-6.306327343E0,4.788403511E0,1.600763321E1,1.785897236E1
2.207650557E0,-6.387730122E0,4.592078686E0,1.582327938E1,1.767106259E1
2.209647980E0,-6.555324078E0,4.187458992E0,1.544020653E1,1.728892895E1
2.211646826E0,-6.730101109E0,3.794809580E0,1.501643276E1,1.688751295E1
2.213668287E0,-6.818686485E0,3.620033026E0,1.479377270E1,1.668696602E1
2.215667249E0,-6.988674641E0,3.301604033E0,1.432211494E1,1.627467784E1
2.217664441E0,-7.187393665E0,3.021482468E0,1.383609200E1,1.588160652E1
2.219663864E0,-7.283161640E0,2.904166698E0,1.359906578E1,1.569755452E1
2.221661326E0,-7.436390400E0,2.712630510E0,1.310585976E1,1.531084016E1
2.223660441E0,-7.534552574E0,2.561795712E0,1.261504841E1,1.491548612E1
2.225665941E0,-7.570465565E0,2.487575531E0,1.239238834E1,1.473333872E1
2.227665287E0,-7.632715225E0,2.308010340E0,1.196861458E1,1.438168934E1
2.229662826E0,-7.694964409E0,2.059013367E0,1.163103199E1,1.409726635E1
2.231661864E0,-7.716512203E0,1.910573006E0,1.149935055E1,1.397962492E1
2.233677787E0,-7.625532627E0,1.510741234E0,1.133415127E1,1.374387398E1
2.235676634E0,-7.673416615E0,1.120486379E0,1.117613316E1,1.360304248E1
2.237673941E0,-7.762001991E0,9.026140571E-1,1.097741508E1,1.347468103E1
2.239672480E0,-7.924807549E0,4.357447028E-1,1.072123528E1,1.333931535E1
2.241669518E0,-7.951143742E0,1.963245422E-1,1.055842972E1,1.321891328E1
2.243668057E0,-7.917624950E0,-2.489969730E-1,1.045547867E1,1.311746235E1
2.245665595E0,-7.730877399E0,-6.009446383E-1,1.022084713E1,1.282939265E1
2.247663787E0,-7.599195957E0,-7.398083210E-1,1.007958889E1,1.264488860E1
2.249660826E0,-7.319074631E0,-9.888052940E-1,9.713275909E0,1.220222595E1
2.251659172E0,-7.015010834E0,-1.297657371E0,9.289502144E0,1.171277686E1
2.253811518E0,-6.655880928E0,-1.719036818E0,8.951920509E0,1.128683832E1
2.255689710E0,-6.459556103E0,-1.960851192E0,8.769960403E0,1.106720416E1
2.257683057E0,-6.105214119E0,-2.437297344E0,8.418013573E0,1.068068398E1
2.259681441E0,-5.949591160E0,-2.683900118E0,8.243236542E0,1.051436653E1
2.261677980E0,-5.667075634E0,-3.129221678E0,7.917624950E0,1.022724593E1
2.263676403E0,-5.430049419E0,-3.603273630E0,7.580042362E0,9.996302305E0
2.265673710E0,-5.322310448E0,-3.852270603E0,7.433996201E0,9.921253792E0
2.267672249E0,-5.114014626E0,-4.297592163E0,7.196970463E0,9.819308928E0
2.269669249E0,-4.936843872E0,-4.709394932E0,7.003039837E0,9.777187479E0
2.271668056E0,-4.860229492E0,-4.903325081E0,6.912060261E0,9.769391210E0
2.273683826E0,-4.721365929E0,-5.276820660E0,6.777985096E0,9.801898513E0
2.275682903E0,-4.644751072E0,-5.717353821E0,6.696582317E0,9.955202759E0
2.277680172E0,-4.632780075E0,-5.956773758E0,6.687005520E0,1.008275000E1
2.279679364E0,-4.599261284E0,-6.464344501E0,6.708553314E0,1.038968920E1
2.281677095E0,-4.589684486E0,-7.005434036E0,6.703764915E0,1.072761734E1
2.283676249E0,-4.604049683E0,-7.285555840E0,6.696582317E0,1.091424812E1
2.285673518E0,-4.671087742E0,-7.862558365E0,6.658275127E0,1.131244944E1
2.287672172E0,-4.836287498E0,-8.441955566E0,6.617573261E0,1.176641689E1
2.289669210E0,-4.955997467E0,-8.743624687E0,6.615179062E0,1.203218507E1
2.291668095E0,-5.315127850E0,-9.354146004E0,6.576871872E0,1.260975318E1
2.293689441E0,-5.935225964E0,-9.648633003E0,6.526593685E0,1.307361661E1
2.295687287E0,-6.370970726E0,-1.018014526E1,6.478709698E0,1.364544997E1
2.297684633E0,-7.517793179E0,-1.060391903E1,6.311115742E0,1.444958459E1
2.299683903E0,-8.214506149E0,-1.075954247E1,6.200982571E0,1.488952821E1
2.301681826E0,-9.897629738E0,-1.091755962E1,5.906495571E0,1.587585817E1
2.303680479E0,-1.188002872E1,-1.096783829E1,5.554547787E0,1.709624404E1
2.305677287E0,-1.291193008E1,-1.096304989E1,5.365406036E0,1.776777936E1
2.307676133E0,-1.495897198E1,-1.091516590E1,4.939238071E0,1.916527490E1
2.309673364E0,-1.695812988E1,-1.082418633E1,4.381389141E0,2.058974865E1
2.311672633E0,-1.789426422E1,-1.079545593E1,4.067748547E0,2.129068198E1
2.313703479E0,-1.952231979E1,-1.074278259E1,3.359065056E0,2.253467697E1
2.315702364E0,-2.085110283E1,-1.069489861E1,2.578555346E0,2.357537472E1
2.317699979E0,-2.143768120E1,-1.067095661E1,2.130839586E0,2.404129713E1
2.319699095E0,-2.250789070E1,-1.063983250E1,1.189918280E0,2.492442747E1
2.321704210E0,-2.336740875E1,-1.064940929E1,2.322375625E-1,2.568072515E1
2.323702979E0,-2.370977974E1,-1.062307262E1,-2.250549644E-1,2.598180088E1
2.325699902E0,-2.425326347E1,-1.062786102E1,-1.161187768E0,2.650510472E1
2.327699133E0,-2.451423073E1,-1.084573364E1,-2.097320795E0,2.688821677E1
2.329696518E0,-2.459324074E1,-1.091277122E1,-2.592920542E0,2.703034041E1
2.331695556E0,-2.476562309E1,-1.100614548E1,-3.457227230E0,2.732075668E1
2.333712941E0,-2.474646950E1,-1.126232433E1,-4.311957359E0,2.752854297E1
2.335711633E0,-2.465070152E1,-1.141555405E1,-4.757278919E0,2.757904390E1
2.337708595E0,-2.441367531E1,-1.169328117E1,-5.671864033E0,2.765737530E1
2.339707364E0,-2.415988922E1,-1.196143150E1,-6.538564682E0,2.774038426E1
2.341704825E0,-2.401144791E1,-1.214339066E1,-7.010222435E0,2.780566104E1
2.343703095E0,-2.363316536E1,-1.245224285E1,-7.996633530E0,2.788424295E1
2.345700556E0,-2.323333359E1,-1.254561710E1,-8.470685959E0,2.772963791E1
2.347699095E0,-2.301306725E1,-1.265575027E1,-9.461885452E0,2.791588357E1
2.349696595E0,-2.254140854E1,-1.259589481E1,-1.044829655E1,2.785567385E1
2.351695210E0,-2.231156540E1,-1.253843403E1,-1.094629002E1,2.783593978E1
2.353710710E0,-2.177287102E1,-1.230140877E1,-1.196382618E1,2.772211584E1
2.355709633E0,-2.122938728E1,-1.204044056E1,-1.288080502E1,2.759663442E1
2.357707172E0,-2.095644760E1,-1.192791271E1,-1.327345467E1,2.752512301E1
2.359706287E0,-2.037226295E1,-1.180102062E1,-1.392946529E1,2.735549650E1
2.361703556E0,-1.970667458E1,-1.181777954E1,-1.437478733E1,2.710438059E1
2.363702556E0,-1.936430359E1,-1.191354752E1,-1.448970890E1,2.696035111E1
2.365699979E0,-1.866998482E1,-1.226310158E1,-1.449449730E1,2.662785093E1
2.367698941E0,-1.805946350E1,-1.281616211E1,-1.418325043E1,2.629758213E1
2.369704364E0,-1.778891945E1,-1.314656162E1,-1.388876438E1,2.611848988E1
2.371703633E0,-1.727655983E1,-1.389355278E1,-1.308431244E1,2.574314589E1
2.373737325E0,-1.680011368E1,-1.465251446E1,-1.200213337E1,2.531780411E1
2.375736210E0,-1.657505798E1,-1.501882744E1,-1.137964058E1,2.509569574E1
2.377733787E0,-1.618480301E1,-1.572272301E1,-1.004607010E1,2.469970428E1
2.379732748E0,-1.574905872E1,-1.628296661E1,-8.635885239E0,2.424348090E1
2.381729941E0,-1.546654320E1,-1.641943550E1,-7.915230751E0,2.390528599E1
2.383729056E0,-1.501164436E1,-1.674265289E1,-6.505045891E0,2.340900499E1
2.385727095E0,-1.479137802E1,-1.711375427E1,-5.114014626E0,2.319091621E1
2.387726018E0,-1.475067711E1,-1.732923126E1,-4.446032524E0,2.318732275E1
2.389724248E0,-1.477940750E1,-1.778413010E1,-3.138798475E0,2.333577137E1
2.391722979E0,-1.489672279E1,-1.826296997E1,-1.766920805E0,2.363409468E1
2.393760710E0,-1.499249077E1,-1.850238991E1,-1.031900883E0,2.383648529E1
2.395759671E0,-1.526303577E1,-1.891898155E1,4.548983276E-1,2.431244653E1
2.397757210E0,-1.567723274E1,-1.906502724E1,1.920149803E0,2.475758198E1
2.399756018E0,-1.595735455E1,-1.926853561E1,2.621650934E0,2.515525159E1
2.401753364E0,-1.659660530E1,-1.941697502E1,3.881000996E0,2.583657089E1
2.403752056E0,-1.695573616E1,-1.945288849E1,4.436455727E0,2.618384996E1
2.405749556E0,-1.770512199E1,-1.944810104E1,5.341464043E0,2.683712386E1
2.407748210E0,-1.849520874E1,-1.938585091E1,6.004657745E0,2.745796563E1
2.409745287E0,-1.889504051E1,-1.933796692E1,6.241683960E0,2.774775917E1
2.411743979E0,-1.969949150E1,-1.919192123E1,6.495469093E0,2.825935110E1
2.413761210E0,-2.044648170E1,-1.900038528E1,6.495469093E0,2.865771055E1
2.415759864E0,-2.078885269E1,-1.889504051E1,6.428431511E0,2.881880782E1
2.417762671E0,-2.143768120E1,-1.862210083E1,6.246472359E0,2.907533717E1
2.419761479E0,-2.196919441E1,-1.832043076E1,5.951985359E0,2.921831302E1
2.421758787E0,-2.220861435E1,-1.817199135E1,5.755661011E0,2.926724200E1
2.423757402E0,-2.262520599E1,-1.788947487E1,5.303156853E0,2.932672382E1
2.425754479E0,-2.294363403E1,-1.757344055E1,4.821922302E0,2.929995034E1
2.427752517E0,-2.306573868E1,-1.744654846E1,4.592078686E0,2.928305894E1
2.429749825E0,-2.332431221E1,-1.722149277E1,4.098873138E0,2.928146366E1
2.431748479E0,-2.357570457E1,-1.700362015E1,3.586514235E0,2.928822338E1
2.433899210E0,-2.367386627E1,-1.688869858E1,3.349488258E0,2.927283989E1
2.435778287E0,-2.381033516E1,-1.673786354E1,2.877830505E0,2.924670998E1
2.437772979E0,-2.393243980E1,-1.661815453E1,2.511517525E0,2.924435766E1
2.439771594E0,-2.397314072E1,-1.658702850E1,2.355894566E0,2.924707215E1
2.441768902E0,-2.401863098E1,-1.656548119E1,2.130839586E0,2.925491888E1
2.443767864E0,-2.404018021E1,-1.648886681E1,2.054224968E0,2.922384015E1
2.445764864E0,-2.402102470E1,-1.646492577E1,2.054224968E0,2.919457567E1
2.447763479E0,-2.391089249E1,-1.646013641E1,2.094926596E0,2.910421941E1
2.449761133E0,-2.368583679E1,-1.644337654E1,2.238578558E0,2.892083558E1
2.451760671E0,-2.350866699E1,-1.635239792E1,2.387019157E0,2.873597400E1
2.453780863E0,-2.307292175E1,-1.622071648E1,2.753331900E0,2.833817563E1
2.455779133E0,-2.284307861E1,-1.618001556E1,2.947262287E0,2.814756649E1
2.457776517E0,-2.240254593E1,-1.613931274E1,3.390189648E0,2.781806725E1
2.459776017E0,-2.207693481E1,-1.612015915E1,3.885789394E0,2.761068527E1
2.461773402E0,-2.194764709E1,-1.609382439E1,4.115632534E0,2.752542148E1
2.463772748E0,-2.172498703E1,-1.602199745E1,4.568136692E0,2.737786216E1
2.465779556E0,-2.148556519E1,-1.590228748E1,5.087678432E0,2.721023209E1
2.467779017E0,-2.136106682E1,-1.582088470E1,5.384559631E0,2.712174498E1
2.469777094E0,-2.109291649E1,-1.561977196E1,6.052541733E0,2.693550934E1
2.471776479E0,-2.076491165E1,-1.534922695E1,6.823474884E0,2.670842813E1
2.473791748E0,-2.056858635E1,-1.519120979E1,7.228095055E0,2.657225917E1
2.475791479E0,-2.015678406E1,-1.484165668E1,8.130708694E0,2.631879824E1
2.477789671E0,-1.970428085E1,-1.450407410E1,9.157821655E0,2.612455831E1
2.479789094E0,-1.946485901E1,-1.433648014E1,9.727641106E0,2.605844202E1
2.481786902E0,-1.899320221E1,-1.401565647E1,1.095586681E1,2.602328523E1
2.483786094E0,-1.841859436E1,-1.360145950E1,1.224634171E1,2.596569283E1
2.485784056E0,-1.814086533E1,-1.329739666E1,1.284010410E1,2.589942135E1
2.487783556E0,-1.751837349E1,-1.264856720E1,1.395101357E1,2.571984528E1
2.489781210E0,-1.697488976E1,-1.204283428E1,1.501164436E1,2.566176545E1
2.491780402E0,-1.684081459E1,-1.185369301E1,1.555991650E1,2.581151052E1
2.493933440E0,-1.660139465E1,-1.161187840E1,1.671631622E1,2.626551451E1
2.495812825E0,-1.633085060E1,-1.156638813E1,1.809777069E1,2.698161077E1
2.497807363E0,-1.618480301E1,-1.152808094E1,1.883757973E1,2.738063017E1
2.499806209E0,-1.580412579E1,-1.140837097E1,2.017354393E1,2.805161662E1
2.501803863E0,-1.543781281E1,-1.132217979E1,2.136585617E1,2.868828384E1
2.503802863E0,-1.525106525E1,-1.110670185E1,2.196440697E1,2.895494761E1
2.505800286E0,-1.489193439E1,-1.092713642E1,2.313038254E1,2.960044960E1
2.507799056E0,-1.474349403E1,-1.085291672E1,2.361879921E1,2.988317409E1
2.509796286E0,-1.448252583E1,-1.066616821E1,2.443761635E1,3.034316713E1
2.511795132E0,-1.420001030E1,-1.033098030E1,2.511278152E1,3.064345350E1
2.513810132E0,-1.402044487E1,-1.011789608E1,2.539529800E1,3.072239991E1
2.515808863E0,-1.363497829E1,-9.658209801E0,2.592202187E1,3.084063662E1
2.517806094E0,-1.320641613E1,-9.236829758E0,2.637931442E1,3.091272684E1
2.519804594E0,-1.297417927E1,-9.035717010E0,2.657085037E1,3.091898444E1
2.521802286E0,-1.253364563E1,-8.619126320E0,2.687730789E1,3.088318783E1
2.523801248E0,-1.197579670E1,-8.104372978E0,2.702814293E1,3.065323928E1
2.525798863E0,-1.167173290E1,-7.819462776E0,2.701856613E1,3.045285312E1
2.527797594E0,-1.103248119E1,-7.206547260E0,2.684857750E1,2.990812730E1
2.529794940E0,-1.033098030E1,-6.610390663E0,2.653014946E1,2.922798743E1
2.531793979E0,-9.983820915E0,-6.315904140E0,2.633143044E1,2.886020710E1
2.533811094E0,-9.303867340E0,-5.793968201E0,2.594117546E1,2.816161571E1
2.535809940E0,-8.662221909E0,-5.346252441E0,2.570175552E1,2.764410860E1
2.537807709E0,-8.360552788E0,-5.142745018E0,2.564190102E1,2.745639738E1
2.539806632E0,-7.793126583E0,-4.778826714E0,2.558204460E1,2.716635810E1
2.541804286E0,-7.204153061E0,-4.448426723E0,2.555570984E1,2.692178722E1
2.543803248E0,-6.924031258E0,-4.283226967E0,2.558204460E1,2.684640103E1
2.545800825E0,-6.390124321E0,-3.940855980E0,2.566344833E1,2.673904664E1
2.547800017E0,-5.872976780E0,-3.591302633E0,2.574006271E1,2.664470190E1
2.549797632E0,-5.616796970E0,-3.399766445E0,2.578076363E1,2.660365752E1
2.551797325E0,-5.111620426E0,-2.985569477E0,2.590765572E1,2.657534408E1
2.553827786E0,-4.625597477E0,-2.540247917E0,2.596751213E1,2.649831500E1
2.555827248E0,-4.398148537E0,-2.334346771E0,2.596751213E1,2.644058569E1
2.557824940E0,-3.969586372E0,-1.908178806E0,2.591962814E1,2.629117505E1
2.559823825E0,-3.775655985E0,-1.692700624E0,2.588371468E1,2.621235394E1
2.561829671E0,-3.397372246E0,-1.288080573E0,2.583104134E1,2.608532128E1
2.563828902E0,-3.009511471E0,-8.882488012E-1,2.572330284E1,2.591398183E1
2.565826478E0,-2.806004286E0,-6.967126727E-1,2.565387154E1,2.581627768E1
2.567826094E0,-2.408566952E0,-3.303998411E-1,2.545993996E1,2.557574831E1
2.569823671E0,-1.953668594E0,4.788403213E-2,2.508644485E1,2.516244879E1
2.571823017E0,-1.740584612E0,2.274491638E-1,2.484223747E1,2.490417898E1
2.573841171E0,-1.338358760E0,5.913678408E-1,2.457887459E1,2.462238811E1
2.575840363E0,-8.355764151E-1,8.834604025E-1,2.420777321E1,2.423829561E1
2.577837709E0,-5.506663918E-1,1.010353088E0,2.399468994E1,2.402226451E1
2.579836594E0,1.675941236E-2,1.295263171E0,2.356373405E1,2.359931249E1
2.581834132E0,6.584054828E-1,1.561019540E0,2.314474869E1,2.320667300E1
2.583833825E0,1.036689281E0,1.704671621E0,2.293166351E1,2.301829319E1
2.585831055E0,1.865083098E0,1.960851192E0,2.255098534E1,2.271278081E1
2.587830555E0,2.715024710E0,2.219424963E0,2.223255730E1,2.250741678E1
2.589828286E0,3.141192675E0,2.334346771E0,2.206975174E1,2.241406273E1
2.591827555E0,3.943250179E0,2.530671120E0,2.172019768E1,2.221982235E1
2.593842901E0,4.754884720E0,2.650381327E0,2.138740349E1,2.206931077E1
2.595841863E0,5.142745018E0,2.686294317E0,2.122220421E1,2.200104441E1
2.597838786E0,5.940014362E0,2.703053713E0,2.090138054E1,2.189652891E1
2.599837901E0,6.809109688E0,2.683900118E0,2.059492302E1,2.185676437E1
2.601835209E0,7.259219646E0,2.664746523E0,2.045127106E1,2.186439187E1
2.603834555E0,8.183381081E0,2.638410330E0,2.015439034E1,2.191183207E1
2.605831940E0,9.114726067E0,2.616862535E0,1.987666321E1,2.202289584E1
2.607831017E0,9.552865028E0,2.607285738E0,1.975695229E1,2.209960029E1
2.609837709E0,1.045547867E1,2.592920542E0,1.953189659E1,2.230549833E1
2.611836978E0,1.088164711E1,2.592920542E0,1.944810104E1,2.243573299E1
2.613870440E0,1.166933918E1,2.616862535E0,1.936190987E1,2.275752623E1
2.615869555E0,1.236126328E1,2.626439333E0,1.933557320E1,2.309899141E1
2.617866978E0,1.268448067E1,2.621650934E0,1.934036064E1,2.327699837E1
2.619866324E0,1.330218506E1,2.602497339E0,1.939782143E1,2.366424721E1
2.621864440E0,1.389355278E1,2.578555346E0,1.953429222E1,2.410950703E1
2.623863709E0,1.418803883E1,2.564189911E0,1.962048340E1,2.434828299E1
2.625861286E0,1.482489681E1,2.473210335E0,1.977849960E1,2.484116304E1
2.627860824E0,1.547372532E1,2.348711967E0,1.987905693E1,2.530078117E1
2.629858709E0,1.579694271E1,2.262520552E0,1.986469078E1,2.548074446E1
2.631858170E0,1.640506935E1,2.099714994E0,1.966118431E1,2.569235824E1
2.633874247E0,1.698446655E1,1.994369984E0,1.918952751E1,2.570384372E1
2.635873286E0,1.724304008E1,1.944091797E0,1.885194397E1,2.562221137E1
2.637871478E0,1.769554520E1,1.893813491E0,1.795651245E1,2.528151872E1
2.639871055E0,1.807143402E1,1.970427990E0,1.675222969E1,2.472036637E1
2.641869286E0,1.824142265E1,2.082955360E0,1.604833412E1,2.438518467E1
2.643868440E0,1.861970711E1,2.439691544E0,1.450407410E1,2.372791084E1
2.645866170E0,1.909136391E1,2.942473888E0,1.284489250E1,2.319762039E1
2.647865517E0,1.939303398E1,3.248931646E0,1.202128696E1,2.304683631E1
2.649871517E0,2.013044739E1,3.897760391E0,1.049618053E1,2.303469674E1
2.651870632E0,2.102827263E1,4.570530891E0,9.193734169E0,2.340091345E1
2.654034747E0,2.149514198E1,4.896142483E0,8.628703117E0,2.367420236E1
2.655904170E0,2.237860298E1,5.547365189E0,7.697358608E0,2.430688095E1
2.657907132E0,2.319263268E1,6.210559368E0,7.003039837E0,2.501023441E1
2.659906824E0,2.349909019E1,6.567295074E0,6.713341713E0,2.530623563E1
2.661913286E0,2.396117020E1,7.309497833E0,6.224924564E0,2.581309981E1
2.663912747E0,2.423171616E1,7.718906403E0,5.817910194E0,2.608842009E1
2.665910517E0,2.430593491E1,8.590395927E0,5.633556366E0,2.638769280E1
2.667909670E0,2.444479942E1,9.536105156E0,5.267243862E0,2.676246211E1
