"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.202523962E0,-3.250080109E1,-9.564800262E0,-1.671399951E0,3.392021599E1
3.212523962E0,-3.251300049E1,-9.491600037E0,-2.232599974E0,3.394363231E1
3.222523962E0,-3.242760086E1,-9.479399681E0,-2.647399902E0,3.388830244E1
3.232523962E0,-3.239099884E1,-9.357399940E0,-3.147599936E0,3.386214885E1
3.242523962E0,-3.253739929E1,-9.162199974E0,-3.903999805E0,3.402748118E1
3.252523962E0,-3.262279892E1,-9.015799522E0,-4.635999680E0,3.416173508E1
3.262523962E0,-3.253739929E1,-8.845000267E0,-5.197199821E0,3.411637830E1
3.272523962E0,-3.247639847E1,-8.686399460E0,-5.660799980E0,3.409126940E1
3.282523962E0,-3.251300049E1,-8.527799606E0,-6.160999775E0,3.417274477E1
3.292523962E0,-3.247639847E1,-8.295999527E0,-6.685599804E0,3.417948669E1
3.302523962E0,-3.256179810E1,-8.039799690E0,-7.368799686E0,3.433960226E1
3.312523962E0,-3.263499832E1,-7.832399845E0,-7.929999828E0,3.448585942E1
3.322523962E0,-3.248859787E1,-7.710399628E0,-8.222800255E0,3.438856929E1
3.332523962E0,-3.239099884E1,-7.515199661E0,-8.588799477E0,3.434272133E1
3.342523962E0,-3.242760086E1,-7.319999695E0,-9.162199974E0,3.448300453E1
3.352523962E0,-3.240319824E1,-7.075999737E0,-9.613599777E0,3.453198994E1
3.362523962E0,-3.236660004E1,-6.844199657E0,-1.004059982E1,3.457243861E1
3.372523962E0,-3.235440063E1,-6.600199699E0,-1.044320011E1,3.463279234E1
3.382523962E0,-3.228120041E1,-6.295199871E0,-1.071159935E1,3.458964877E1
3.392523962E0,-3.225679779E1,-6.014599800E0,-1.105319977E1,3.462440815E1
3.402523962E0,-3.235440063E1,-5.697400093E0,-1.146799946E1,3.479630181E1
3.412523962E0,-3.248859787E1,-5.368000031E0,-1.183399963E1,3.499096974E1
3.422523962E0,-3.246419907E1,-5.062999725E0,-1.205359936E1,3.499782057E1
3.432523962E0,-3.246419907E1,-4.770199776E0,-1.226099968E1,3.502871879E1
3.442523962E0,-3.242760086E1,-4.489599705E0,-1.245619965E1,3.502660007E1
3.452523962E0,-3.234220123E1,-4.257800102E0,-1.262699986E1,3.497982229E1
3.462523962E0,-3.237879944E1,-4.013800144E0,-1.291979980E1,3.509157266E1
3.472523962E0,-3.230559921E1,-3.757599831E0,-1.316379929E1,3.508642057E1
3.482523962E0,-3.228120041E1,-3.501399994E0,-1.332240009E1,3.509732249E1
3.492523962E0,-3.220800018E1,-3.257400036E0,-1.349319935E1,3.507181717E1
3.502523962E0,-3.218359756E1,-3.086599827E0,-1.368839931E1,3.510959024E1
3.512523962E0,-3.223239899E1,-2.842599869E0,-1.395679951E1,3.523918516E1
3.522523962E0,-3.220800018E1,-2.586400032E0,-1.426179981E1,3.531916866E1
3.532523962E0,-3.234220123E1,-2.305799961E0,-1.457899952E1,3.555111702E1
3.542523962E0,-3.228120041E1,-2.061800003E0,-1.478639984E1,3.556633998E1
3.552523962E0,-3.223239899E1,-1.854399920E0,-1.492059994E1,3.556670699E1
3.562523962E0,-3.225679779E1,-1.610399961E0,-1.523779964E1,3.571113173E1
3.572523962E0,-3.223239899E1,-1.402999997E0,-1.557940006E1,3.582755448E1
3.582523962E0,-3.217139816E1,-1.207800031E0,-1.584779930E1,3.588328836E1
3.592523962E0,-3.203720093E1,-1.036999941E0,-1.611619949E1,3.587742324E1
3.602523962E0,-3.198839951E1,-8.539999723E-1,-1.634799957E1,3.593388525E1
3.612523962E0,-3.190299988E1,-6.710000038E-1,-1.655539894E1,3.594903165E1
3.622523962E0,-3.196399879E1,-5.367999673E-1,-1.681159973E1,3.611945817E1
3.632523962E0,-3.197620010E1,-4.147999883E-1,-1.705559921E1,3.624283235E1
3.642523962E0,-3.186639977E1,-3.294000030E-1,-1.718980026E1,3.620863393E1
3.652523962E0,-3.184199905E1,-2.561999857E-1,-1.731180000E1,3.624468184E1
3.662523962E0,-3.185419846E1,-1.097999960E-1,-1.748259926E1,3.633652834E1
3.672523962E0,-3.191519928E1,-1.219999976E-2,-1.764119911E1,3.646631322E1
3.682523962E0,-3.196399879E1,3.660000116E-2,-1.781200027E1,3.659188315E1
3.692523962E0,-3.195179939E1,4.879999906E-2,-1.798279953E1,3.666470980E1
3.702523962E0,-3.189079857E1,1.219999976E-2,-1.808040047E1,3.665956987E1
3.712523962E0,-3.193959999E1,4.879999906E-2,-1.825119972E1,3.678650188E1
3.722523962E0,-3.195179939E1,-1.219999976E-2,-1.840979958E1,3.687598614E1
3.732523962E0,-3.197620010E1,-7.320000231E-2,-1.849519920E1,3.693988529E1
3.742523962E0,-3.201279831E1,-1.829999983E-1,-1.851959991E1,3.698416317E1
3.752523962E0,-3.197620010E1,-4.025999904E-1,-1.845859909E1,3.692369619E1
3.762523962E0,-3.192739868E1,-6.344000101E-1,-1.831220055E1,3.681165493E1
3.772523962E0,-3.189079857E1,-9.393999577E-1,-1.823900032E1,3.675005630E1
3.782523962E0,-3.180539894E1,-1.183400035E0,-1.811700058E1,3.662252787E1
3.792523962E0,-3.169559860E1,-1.683599949E0,-1.781200027E1,3.639660470E1
3.802523962E0,-3.159799957E1,-2.208199978E0,-1.742160034E1,3.614999146E1
3.812523962E0,-3.143939972E1,-2.818199873E0,-1.690919876E1,3.580920424E1
3.822523962E0,-3.130519867E1,-3.428200006E0,-1.654319954E1,3.557310037E1
3.832523962E0,-3.121979904E1,-4.074800014E0,-1.609179878E1,3.535853271E1
3.842523962E0,-3.106119919E1,-4.745800018E0,-1.570139980E1,3.512626750E1
3.852523962E0,-3.092700005E1,-5.441199780E0,-1.515240002E1,3.486662033E1
3.862523962E0,-3.082939911E1,-6.160999775E0,-1.460339928E1,3.466509827E1
3.872523962E0,-3.074399948E1,-6.795399666E0,-1.418859959E1,3.453530540E1
3.882523962E0,-3.070739937E1,-7.356599808E0,-1.373719978E1,3.443507797E1
3.892523962E0,-3.067079926E1,-7.868999958E0,-1.342000008E1,3.439063084E1
3.902523962E0,-3.062199974E1,-8.442399979E0,-1.290759945E1,3.428683580E1
3.912523962E0,-3.060980034E1,-8.930399895E0,-1.246840000E1,3.423701093E1
3.922523962E0,-3.060980034E1,-9.381799698E0,-1.189499950E1,3.415360970E1
3.932523962E0,-3.063419914E1,-9.821000099E0,-1.135820007E1,3.411619716E1
3.942523962E0,-3.069519997E1,-1.018700027E1,-1.090679932E1,3.413104960E1
3.952523962E0,-3.075619888E1,-1.055299950E1,-1.035779953E1,3.412614217E1
3.962523962E0,-3.073180008E1,-1.090679932E1,-9.747799873E0,3.403559034E1
3.972523962E0,-3.067079926E1,-1.117519951E1,-9.101200104E0,3.388827016E1
3.982523962E0,-3.075619888E1,-1.139480019E1,-8.552199364E0,3.389580144E1
3.992523962E0,-3.080500031E1,-1.156559944E1,-8.003199577E0,3.386387954E1
4.002523962E0,-3.093919945E1,-1.172420025E1,-7.527400017E0,3.393158831E1
4.012523962E0,-3.102459908E1,-1.180959988E1,-7.039400101E0,3.393443017E1
4.022523962E0,-3.107339859E1,-1.190719986E1,-6.478199959E0,3.390139500E1
4.032523962E0,-3.117099953E1,-1.195599937E1,-5.941400051E0,3.390984174E1
4.042523962E0,-3.136619949E1,-1.194379997E1,-5.502200127E0,3.401127805E1
4.052523962E0,-3.162240028E1,-1.202919960E1,-5.014199734E0,3.420263209E1
4.062523962E0,-3.169559860E1,-1.205359936E1,-4.404200077E0,3.419498803E1
4.072523962E0,-3.175659943E1,-1.211460018E1,-3.818599939E0,3.420273162E1
4.082523962E0,-3.182979965E1,-1.217560005E1,-3.269599915E0,3.423553222E1
4.092523962E0,-3.193959999E1,-1.219999981E1,-2.671799898E0,3.429455580E1
4.102523962E0,-3.201279831E1,-1.219999981E1,-2.086199999E0,3.432217186E1
4.112523962E0,-3.196399879E1,-1.222439957E1,-1.524999976E0,3.425578475E1
4.122523962E0,-3.196399879E1,-1.226099968E1,-9.637999535E-1,3.424847796E1
4.132523962E0,-3.192739868E1,-1.226099968E1,-3.537999988E-1,3.420257409E1
4.142523962E0,-3.200059891E1,-1.224879932E1,1.586000025E-1,3.426509258E1
4.152523962E0,-3.207379913E1,-1.223659992E1,7.075999975E-1,3.433604034E1
4.162523962E0,-3.209819794E1,-1.215119934E1,1.268800020E0,3.434466203E1
4.172523962E0,-3.209819794E1,-1.210239983E1,1.768999934E0,3.434955244E1
4.182523962E0,-3.212260056E1,-1.207800007E1,2.330199957E0,3.439722931E1
4.192523962E0,-3.222019958E1,-1.200479984E1,2.769399881E0,3.449530484E1
4.202523962E0,-3.234220123E1,-1.190719986E1,3.171999931E0,3.461012818E1
4.212523962E0,-3.246419907E1,-1.177299976E1,3.440399885E0,3.470394928E1
4.222523962E0,-3.248859787E1,-1.163879967E1,3.830799818E0,3.472240885E1
4.232523962E0,-3.254959869E1,-1.146799946E1,4.233399868E0,3.476942710E1
4.242523962E0,-3.258620071E1,-1.133379936E1,4.672599792E0,3.481592558E1
4.252523962E0,-3.272039795E1,-1.118739986E1,5.014199734E0,3.494173088E1
4.262523962E0,-3.286679840E1,-1.100440025E1,5.294799805E0,3.506220425E1
4.272523962E0,-3.296440125E1,-1.083360004E1,5.795000076E0,3.517954896E1
4.282523962E0,-3.303759766E1,-1.068719959E1,6.270800114E0,3.528486968E1
4.292523962E0,-3.303759766E1,-1.060179996E1,6.844199657E0,3.536557776E1
4.302523962E0,-3.312300110E1,-1.041879940E1,7.295599937E0,3.548112683E1
4.312523962E0,-3.323279953E1,-1.028460026E1,7.625000000E0,3.561365738E1
4.322523962E0,-3.326939774E1,-1.013819981E1,7.966599941E0,3.568056384E1
4.332523962E0,-3.333039856E1,-9.930799484E0,8.247200012E0,3.574286718E1
4.342523962E0,-3.337919998E1,-9.772199631E0,8.637599945E0,3.583678292E1
4.352523962E0,-3.342799759E1,-9.601399422E0,8.942600250E0,3.591083392E1
4.362523962E0,-3.344020081E1,-9.357399940E0,9.271999359E0,3.594131238E1
4.372523962E0,-3.345240021E1,-9.027999878E0,9.540399551E0,3.593865725E1
4.382523962E0,-3.347679901E1,-8.832799911E0,1.000399971E1,3.603879072E1
4.392523962E0,-3.342799759E1,-8.613200188E0,1.045539951E1,3.606845740E1
4.402523962E0,-3.346459961E1,-8.356999397E0,1.096780014E1,3.619408109E1
4.412523962E0,-3.333039856E1,-8.149600029E0,1.157779980E1,3.621293825E1
4.422523962E0,-3.325719833E1,-7.917799950E0,1.216339970E1,3.628610050E1
4.432523962E0,-3.317179871E1,-7.698199749E0,1.282219982E1,3.638735106E1
4.442523962E0,-3.297660065E1,-7.502999783E0,1.345660019E1,3.639823189E1
4.452523962E0,-3.275699997E1,-7.356599808E0,1.420079994E1,3.645275472E1
4.462523962E0,-3.262279892E1,-7.137000084E0,1.470099926E1,3.648702727E1
4.472523962E0,-3.240319824E1,-6.953999996E0,1.537199974E1,3.653250263E1
4.482523962E0,-3.214699936E1,-6.770999908E0,1.604299927E1,3.656027671E1
4.492523962E0,-3.193959999E1,-6.612400055E0,1.673839951E1,3.666109518E1
4.502523962E0,-3.174440002E1,-6.466000080E0,1.739719963E1,3.677198179E1
4.512523962E0,-3.150039864E1,-6.234200001E0,1.790959930E1,3.676811269E1
4.522523962E0,-3.126859856E1,-6.051199913E0,1.842199898E1,3.679282977E1
4.532523962E0,-3.109779930E1,-5.782799721E0,1.889780045E1,3.684617695E1
4.542523962E0,-3.076840019E1,-5.611999989E0,1.953219986E1,3.687405356E1
4.552523962E0,-3.041459846E1,-5.404599667E0,2.022760010E1,3.692442692E1
4.562523962E0,-3.007299995E1,-5.258199692E0,2.086199951E1,3.697643863E1
4.572523962E0,-2.962159920E1,-5.075200081E0,2.148419952E1,3.694276146E1
4.582523962E0,-2.918239975E1,-4.867799759E0,2.210639954E1,3.693238186E1
4.592523962E0,-2.863339996E1,-4.733600140E0,2.291160011E1,3.697593790E1
4.602523962E0,-2.799899864E1,-4.635999680E0,2.387539864E1,3.708734391E1
4.612523962E0,-2.731579971E1,-4.538399696E0,2.472939873E1,3.712537067E1
4.622523962E0,-2.665699959E1,-4.404200077E0,2.551019859E1,3.715861727E1
4.632523962E0,-2.613239861E1,-4.245599747E0,2.603479958E1,3.713136360E1
4.642523962E0,-2.552239990E1,-4.074800014E0,2.662039948E1,3.710313410E1
4.652523962E0,-2.498559952E1,-3.952800035E0,2.718159866E1,3.713144378E1
4.662523962E0,-2.432679939E1,-3.830799818E0,2.768179893E1,3.705064356E1
4.672523962E0,-2.378999901E1,-3.745399952E0,2.797459984E1,3.691301003E1
4.682523962E0,-2.346059990E1,-3.598999977E0,2.816979980E1,3.683599014E1
4.692523962E0,-2.318000031E1,-3.501399994E0,2.830399895E1,3.675171523E1
4.702523962E0,-2.281399918E1,-3.391599894E0,2.840159988E1,3.658732546E1
4.712523962E0,-2.242359924E1,-3.355000019E0,2.865779877E1,3.654234883E1
4.722523962E0,-2.216740036E1,-3.342799902E0,2.879199982E1,3.649037138E1
4.732523962E0,-2.199659920E1,-3.269599915E0,2.891399956E1,3.647684238E1
4.742523962E0,-2.188679886E1,-3.220799923E0,2.907259941E1,3.653247258E1
4.752523962E0,-2.181359863E1,-3.159800053E0,2.919459915E1,3.658062385E1
4.762523962E0,-2.175259972E1,-3.074399948E0,2.924339867E1,3.657600163E1
4.772523962E0,-2.169159889E1,-3.013399839E0,2.926779938E1,3.655420799E1
4.782523962E0,-2.188679886E1,-2.927999973E0,2.932880020E1,3.671217331E1
4.792523962E0,-2.205760002E1,-2.830399990E0,2.923119926E1,3.672889725E1
4.802523962E0,-2.226499939E1,-2.720599890E0,2.917020035E1,3.679717992E1
4.812523962E0,-2.258219910E1,-2.659600019E0,2.901159859E1,3.686057570E1
4.822523962E0,-2.291160011E1,-2.610800028E0,2.874320030E1,3.685009172E1
4.832523962E0,-2.332639885E1,-2.513200045E0,2.851140022E1,3.692339367E1
4.842523962E0,-2.383880043E1,-2.464400053E0,2.814539909E1,3.696654114E1
4.852523962E0,-1.939799881E1,-5.514400005E0,2.599819946E1,3.290284700E1
4.862523962E0,-1.988599968E1,-5.465600014E0,2.551019859E1,3.280390219E1
4.872523962E0,-2.036179924E1,-5.453399658E0,2.508320045E1,3.276445301E1
4.882523962E0,-2.088640022E1,-5.392399788E0,2.454640007E1,3.267790456E1
4.892523962E0,-2.147200012E1,-5.294799805E0,2.387539864E1,3.254406788E1
4.902523962E0,-2.211859894E1,-5.233799934E0,2.316779900E1,3.245569274E1
4.912523962E0,-2.269199944E1,-5.197199821E0,2.252120018E1,3.239046437E1
4.922523962E0,-2.322879982E1,-5.184999943E0,2.198439980E1,3.240023456E1
4.932523962E0,-2.377779961E1,-5.124000072E0,2.130119896E1,3.233233997E1
4.942523962E0,-2.438780022E1,-5.087399960E0,2.059359932E1,3.232248089E1
4.952523962E0,-2.510759926E1,-5.014199734E0,1.978839874E1,3.235914808E1
4.962523962E0,-2.574199867E1,-4.940999985E0,1.893440056E1,3.233535992E1
4.972523962E0,-2.624219894E1,-4.940999985E0,1.826339912E1,3.235147962E1
4.982523962E0,-2.673019981E1,-4.916599751E0,1.751919937E1,3.233572145E1
4.992523962E0,-2.727919960E1,-4.880000114E0,1.661639977E1,3.231213198E1
5.002523962E0,-2.779159927E1,-4.818999767E0,1.564039993E1,3.225240858E1
5.012523962E0,-2.831620026E1,-4.818999767E0,1.479859924E1,3.231142979E1
5.022523962E0,-2.870660019E1,-4.770199776E0,1.392019939E1,3.225826486E1
5.032523962E0,-2.907259941E1,-4.782400131E0,1.298079967E1,3.219609522E1
5.042523962E0,-2.941419983E1,-4.757999897E0,1.200479984E1,3.212396199E1
5.052523962E0,-2.979240036E1,-4.745800018E0,1.102880001E1,3.212077469E1
5.062523962E0,-3.014620018E1,-4.770199776E0,9.857600212E0,3.207367259E1
5.072523962E0,-3.039019966E1,-4.806799889E0,8.698599815E0,3.197397691E1
5.082523962E0,-3.058539963E1,-4.855599880E0,7.576200008E0,3.188169266E1
5.092523962E0,-3.067079926E1,-4.916599751E0,6.478199959E0,3.173070996E1
5.102523962E0,-3.082939911E1,-5.014199734E0,5.184999943E0,3.166193729E1
5.112523962E0,-3.087819862E1,-5.038599968E0,3.916199923E0,3.153073519E1
5.122523962E0,-3.089039993E1,-5.136199951E0,2.720599890E0,3.143245173E1
5.132523962E0,-3.093919945E1,-5.184999943E0,1.439599991E0,3.140367391E1
5.142523962E0,-3.076840019E1,-5.184999943E0,3.537999988E-1,3.120422807E1
5.152523962E0,-3.063419914E1,-5.160599709E0,-8.295999765E-1,3.107690755E1
5.162523962E0,-3.048779869E1,-5.124000072E0,-2.098399878E0,3.098652171E1
5.172523962E0,-3.004859924E1,-5.575399876E0,-4.318799973E0,3.086511677E1
5.182523962E0,-2.986559868E1,-5.551000118E0,-5.404599667E0,3.085412913E1
5.192523962E0,-2.965819931E1,-5.502200127E0,-6.551399708E0,3.086752064E1
5.202523962E0,-2.948740005E1,-5.428999901E0,-7.734799862E0,3.096462386E1
5.212523962E0,-2.915799904E1,-5.319200039E0,-8.918199539E0,3.095185099E1
5.222523962E0,-2.902379990E1,-5.233799934E0,-9.942999840E0,3.112293155E1
5.232523962E0,-2.869439888E1,-5.160599709E0,-1.088239956E1,3.111955875E1
5.242523962E0,-2.827960014E1,-5.099599838E0,-1.180959988E1,3.106780250E1
5.252523962E0,-2.791359901E1,-5.038599968E0,-1.265139961E1,3.105824225E1
5.262523962E0,-2.743779945E1,-4.867799759E0,-1.357859993E1,3.099849495E1
5.272523962E0,-2.693759918E1,-4.709199905E0,-1.450579929E1,3.095527462E1
5.282523962E0,-2.644960022E1,-4.599400043E0,-1.537199974E1,3.093596949E1
5.292523962E0,-2.594939995E1,-4.513999939E0,-1.622599983E1,3.093591155E1
5.302523962E0,-2.535159874E1,-4.391999722E0,-1.709219933E1,3.088909999E1
5.312523962E0,-2.490019989E1,-4.245599747E0,-1.794619942E1,3.098566032E1
5.322523962E0,-2.454640007E1,-4.123600006E0,-1.881239891E1,3.119993888E1
5.332523962E0,-2.410719872E1,-3.891799927E0,-1.972739983E1,3.139225128E1
5.342523962E0,-2.364360046E1,-3.818599939E0,-2.044719887E1,3.149110176E1
5.352523962E0,-2.319219971E1,-3.708799839E0,-2.097179985E1,3.148729446E1
5.362523962E0,-2.256999969E1,-3.574599981E0,-2.154520035E1,3.140666027E1
5.372523962E0,-2.202099991E1,-3.440399885E0,-2.205760002E1,3.135759090E1
5.382523962E0,-2.143540001E1,-3.330600023E0,-2.261879921E1,3.133974071E1
5.392523962E0,-2.088640022E1,-3.281800032E0,-2.313119888E1,3.133790496E1
5.402523962E0,-2.020319939E1,-3.159800053E0,-2.350939941E1,3.115839313E1
5.412523962E0,-1.942239952E1,-3.110999823E0,-2.394859886E1,3.099101984E1
5.422523962E0,-1.882460022E1,-3.037799835E0,-2.437559891E1,3.094775635E1
5.432523962E0,-1.821459961E1,-2.940199852E0,-2.493680000E1,3.102032251E1
5.442523962E0,-1.753139877E1,-2.842599869E0,-2.540040016E1,3.099371945E1
5.452523962E0,-1.692140007E1,-2.793799877E0,-2.581519890E1,3.099296037E1
5.462523962E0,-1.615279961E1,-2.720599890E0,-2.621780014E1,3.091419808E1
5.472523962E0,-1.540859985E1,-2.647399902E0,-2.659599876E1,3.085094530E1
5.482523962E0,-1.471319962E1,-2.574199915E0,-2.704739952E1,3.089767902E1
5.492523962E0,-1.406659985E1,-2.464400053E0,-2.753540039E1,3.101839412E1
5.502523962E0,-1.326139927E1,-2.366800070E0,-2.792580032E1,3.100510888E1
5.512523962E0,-1.248059940E1,-2.305799961E0,-2.825519943E1,3.097480218E1
5.522523962E0,-1.178520012E1,-2.208199978E0,-2.858459854E1,3.099752188E1
5.532523962E0,-1.129720020E1,-1.805599928E0,-2.896279907E1,3.114049861E1
5.542523962E0,-1.063840008E1,-1.659199953E0,-2.934099960E1,3.125416386E1
5.552523962E0,-9.833199501E0,-1.476199985E0,-2.971920013E1,3.133850404E1
5.562523962E0,-9.027999878E0,-1.342000008E0,-2.999979973E1,3.135751472E1
5.572523962E0,-8.100799561E0,-1.158999920E0,-3.020719910E1,3.129602389E1
5.582523962E0,-7.222399712E0,-1.024799943E0,-3.045119858E1,3.131275726E1
5.592523962E0,-6.368400097E0,-8.661999702E-1,-3.074399948E1,3.140860274E1
5.602523962E0,-5.538799763E0,-7.075999975E-1,-3.096360016E1,3.146305032E1
5.612523962E0,-4.648200035E0,-5.245999694E-1,-3.106119919E1,3.141144797E1
5.622523962E0,-3.879599810E0,-3.659999967E-1,-3.121979904E1,3.146205815E1
5.632523962E0,-3.123199940E0,-1.586000025E-1,-3.139060020E1,3.154598727E1
5.642523962E0,-2.391200066E0,3.660000116E-2,-3.158580017E1,3.167620479E1
5.652523962E0,-1.732399940E0,1.464000046E-1,-3.153699875E1,3.158488456E1
5.662523962E0,-1.000399947E0,3.537999988E-1,-3.153699875E1,3.155484534E1
5.672523962E0,-2.561999857E-1,5.733999610E-1,-3.145159912E1,3.145786886E1
5.682523962E0,5.367999673E-1,7.197999954E-1,-3.132959938E1,3.134246422E1
5.692523962E0,1.195600033E0,9.271999598E-1,-3.121979904E1,3.125643952E1
5.702523962E0,1.988600016E0,1.220000029E0,-3.113439941E1,3.122168729E1
5.712523962E0,2.793799877E0,1.439599991E0,-3.102459908E1,3.118338522E1
5.722523962E0,3.586799860E0,1.671399951E0,-3.082939911E1,3.108231910E1
5.732523962E0,4.343199730E0,1.927599907E0,-3.076840019E1,3.113315718E1
5.742523962E0,5.050799847E0,2.244799852E0,-3.081719971E1,3.130893648E1
5.752523962E0,5.746200085E0,2.525399923E0,-3.076840019E1,3.140208449E1
5.762523962E0,6.441599846E0,2.769399881E0,-3.060980034E1,3.140260596E1
5.772523962E0,7.210199833E0,3.013399839E0,-3.046339989E1,3.144974233E1
5.782523962E0,7.978799820E0,3.208600044E0,-3.021939850E1,3.141923625E1
5.792523962E0,8.613200188E0,3.464799881E0,-3.003639984E1,3.143846961E1
5.802523962E0,9.040200233E0,3.830799818E0,-3.006079865E1,3.162359661E1
5.812523962E0,9.357399940E0,4.209000111E0,-3.019499969E1,3.189066669E1
5.822523962E0,9.601399422E0,4.538399696E0,-3.015839958E1,3.197362988E1
5.832523962E0,9.796599388E0,4.916599751E0,-3.015839958E1,3.208855525E1
5.842523962E0,9.857600212E0,5.392399788E0,-3.034140015E1,3.235507410E1
5.852523962E0,9.784399986E0,5.807199955E0,-3.045119858E1,3.250743837E1
5.862523962E0,9.479399681E0,6.282999992E0,-3.062199974E1,3.266560845E1
5.872523962E0,9.149999619E0,6.770999908E0,-3.073180008E1,3.277212945E1
5.882523962E0,8.942600250E0,7.210199833E0,-3.069519997E1,3.277426402E1
5.892523962E0,8.771800041E0,7.551799774E0,-3.052439880E1,3.264526119E1
5.902523962E0,8.332599640E0,7.917799950E0,-3.053660011E1,3.262832695E1
5.912523962E0,7.698199749E0,8.295999527E0,-3.065859985E1,3.268081444E1
5.922523962E0,6.953999996E0,8.649800301E0,-3.079279900E1,3.273184430E1
5.932523962E0,6.160999775E0,9.003600121E0,-3.086599922E1,3.273732795E1
5.942523962E0,5.465600014E0,9.284199715E0,-3.085379982E1,3.268066877E1
5.952523962E0,4.440799713E0,9.454999924E0,-3.081719971E1,3.253947639E1
5.962523962E0,3.415999889E0,9.650199890E0,-3.079279900E1,3.244983641E1
5.972523962E0,2.195999861E0,9.881999969E0,-3.086599922E1,3.248363044E1
5.982523962E0,1.097999930E0,1.005280018E1,-3.076840019E1,3.238763415E1
5.992523962E0,-1.341999918E-1,1.019919968E1,-3.056099892E1,3.221826095E1
6.002523962E0,-1.512799978E0,1.028460026E1,-3.021939850E1,3.195737179E1
6.012523962E0,-2.903599977E0,1.030900002E1,-2.985339928E1,3.171642827E1
6.022523962E0,-4.453000069E0,1.033339977E1,-2.953619957E1,3.160688921E1
6.032523962E0,-6.039000034E0,1.036999989E1,-2.914579964E1,3.151958210E1
6.042523962E0,-7.759199619E0,1.024800014E1,-2.869439888E1,3.144193399E1
6.052523962E0,-9.503799438E0,1.022359943E1,-2.815760040E1,3.142760967E1
6.062523962E0,-1.127279949E1,1.010159969E1,-2.760859871E1,3.148575944E1
6.072523962E0,-1.280999947E1,9.955200195E0,-2.697419930E1,3.147712701E1
6.082523962E0,-1.437160015E1,9.772199631E0,-2.625440025E1,3.148543011E1
6.092523962E0,-1.588439941E1,9.601399422E0,-2.563220024E1,3.164665393E1
6.102523962E0,-1.728739929E1,9.381799698E0,-2.475379944E1,3.161681398E1
6.112523962E0,-1.840979958E1,9.174399376E0,-2.397299957E1,3.158789377E1
6.122523962E0,-1.953219986E1,9.015799522E0,-2.316779900E1,3.161547695E1
6.132523962E0,-2.045940018E1,8.771800041E0,-2.239920044E1,3.157935579E1
6.142523962E0,-2.132559967E1,8.539999962E0,-2.152079964E1,3.147789093E1
6.152523962E0,-2.213080025E1,8.271599770E0,-2.073999977E1,3.143786368E1
6.162523962E0,-2.274079895E1,8.052000046E0,-2.016659927E1,3.144312910E1
6.172523962E0,-2.339959908E1,7.844599724E0,-1.954439926E1,3.148114554E1
6.182523962E0,-2.399740028E1,7.625000000E0,-1.910519981E1,3.160734891E1
6.192523962E0,-2.448539925E1,7.356599808E0,-1.864159966E1,3.164116898E1
6.202523962E0,-2.472939873E1,7.063799858E0,-1.817799950E1,3.149412795E1
6.212523962E0,-2.499779892E1,6.795399666E0,-1.778759956E1,3.142397342E1
6.222523962E0,-2.529059982E1,6.539199829E0,-1.755579948E1,3.147350742E1
6.232523962E0,-2.549799919E1,6.307399750E0,-1.732399940E1,3.146509510E1
6.242523962E0,-2.572979927E1,6.087800026E0,-1.707999992E1,3.147713896E1
6.252523962E0,-2.587619972E1,5.795000076E0,-1.689699936E1,3.144309662E1
6.262523962E0,-2.601039886E1,5.514400005E0,-1.670179939E1,3.139903756E1
6.272523962E0,-2.612019920E1,5.245999813E0,-1.655539894E1,3.136664717E1
6.282523962E0,-2.633979988E1,5.062999725E0,-1.662859917E1,3.155834809E1
6.292523962E0,-2.651059914E1,4.831200123E0,-1.668959999E1,3.169692586E1
6.302523962E0,-2.655939865E1,4.550600052E0,-1.662859917E1,3.166417420E1
6.312523962E0,-2.668140030E1,4.257800102E0,-1.665299988E1,3.173875216E1
6.322523962E0,-2.668140030E1,3.964999914E0,-1.668959999E1,3.172004247E1
6.332523962E0,-2.665699959E1,3.647799969E0,-1.675059891E1,3.169360559E1
6.342523962E0,-2.659599876E1,3.318399906E0,-1.695800018E1,3.171644208E1
6.352523962E0,-2.647399902E1,3.013399839E0,-1.716539955E1,3.169549092E1
6.362523962E0,-2.626659966E1,2.647399902E0,-1.727519989E1,3.154957234E1
6.372523962E0,-2.616899872E1,2.244799852E0,-1.739719963E1,3.150425646E1
6.382523962E0,-2.605920029E1,1.903199911E0,-1.778759956E1,3.160858725E1
6.392523962E0,-2.586400032E1,1.512799978E0,-1.805599976E1,3.157933190E1
6.402523962E0,-2.563220024E1,1.110199928E0,-1.825119972E1,3.148568761E1
6.412523962E0,-2.541259956E1,8.051999807E-1,-1.853179932E1,3.146229727E1
6.422523962E0,-2.521739960E1,4.147999883E-1,-1.866600037E1,3.137688434E1
6.432523962E0,-2.508320045E1,8.540000021E-2,-1.887339973E1,3.139075430E1
6.442523962E0,-2.507099915E1,-2.683999836E-1,-1.910519981E1,3.152198751E1
6.452523962E0,-2.497340012E1,-4.879999757E-1,-1.939799881E1,3.162579983E1
6.462523962E0,-2.487579918E1,-7.807999849E-1,-1.950779915E1,3.162229057E1
6.472523962E0,-2.475379944E1,-1.061399937E0,-1.959319878E1,3.158750694E1
